PURCH_ORDER,SUPPLIER_ORIGIN,CURRENCY
B0093313,UK,
B0093316,UK,
B0093318,Germany,EUR
B0093321,UK,
B0093322,UK,
B0093323,UK,
B0093324,UK,
B0093328,Germany,EUR
B0093329,Germany,EUR
B0093330,UK,
B0093332,Germany,EUR
B0093333,Germany,EUR
B0093334,Germany,EUR
B0093335,Germany,EUR
B0093336,Germany,EUR
B0093337,Germany,EUR
B0093338,Germany,EUR
B0093339,Germany,EUR
B0093340,Germany,EUR
B0093367,Germany,EUR
B0093371,UK,
B0093372,UK,
B0093341,Germany,EUR
B0093342,Germany,EUR
B0093343,Germany,EUR
B0093344,Germany,EUR
B0093345,Germany,EUR
B0093346,Germany,EUR
B0093347,Germany,EUR
B0093348,Germany,EUR
B0093349,Germany,EUR
B0093350,Germany,EUR
B0093351,UK,
B0093352,UK,
B0093353,Germany,EUR
B0093373,USA,USD
B0093374,USA,USD
B0093375,USA,USD
B0093354,Germany,EUR
B0093355,Germany,EUR
B0093356,Germany,EUR
B0093357,Germany,EUR
B0093358,UK,
B0093359,UK,
B0093360,Germany,EUR
B0093368,USA,USD
B0093370,USA,USD
B0093376,USA,USD
B0093377,USA,USD
B0093378,USA,USD
B0093379,Germany,EUR
B0093380,Germany,EUR
B0093381,Germany,EUR
B0093382,Germany,EUR
B0093969,UK,
B0093970,UK,
B0093383,UK,
B0093384,UK,
B0093385,Germany,EUR
B0093386,Germany,EUR
B0093387,UK,
B0093388,Germany,EUR
B0093389,UK,
B0093390,UK,
B0093391,UK,
B0093392,Germany,EUR
B0093395,UK,
B0093396,UK,
B0093399,UK,
B0093400,UK,
B0093401,UK,
B0093402,UK,
B0093403,UK,
B0093404,UK,
B0093405,Germany,EUR
B0093406,Germany,EUR
B0093407,UK,
B0093408,UK,
B0093409,UK,
B0093410,UK,
B0093411,UK,
B0093412,UK,
B0093413,UK,
B0093414,UK,
B0093415,UK,
B0093416,UK,
B0093417,UK,
B0093418,UK,
B0093419,UK,
B0093420,UK,
B0093421,UK,
B0093425,UK,
B0093426,UK,
B0093427,UK,
B0093422,UK,
B0093423,UK,
B0093424,UK,
B0093428,UK,
B0093429,UK,
B0093432,UK,
B0093434,UK,
B0093435,Germany,EUR
B0093436,UK,
B0093437,Germany,EUR
B0093438,UK,
B0093439,UK,
B0093440,UK,
B0093441,UK,
B0093442,Germany,EUR
B0093976,UK,
B0093978,UK,
B0093979,UK,
B0093443,UK,
B0093444,UK,
B0093445,UK,
B0093446,UK,
B0093447,UK,
B0093448,UK,
B0093449,UK,
B0093450,UK,
B0093451,UK,
B0093452,UK,
B0093453,UK,
B0093454,UK,
B0093455,UK,
B0093456,UK,
B0093457,UK,
B0093592,UK,
B0093593,UK,
B0093594,UK,
B0093601,UK,
B0093458,UK,
B0093459,UK,
B0093460,UK,
B0093461,UK,
B0093462,UK,
B0093463,UK,
B0093464,UK,
B0093465,UK,
B0093466,UK,
B0093467,UK,
B0093468,UK,
B0093469,UK,
B0093470,UK,
B0093471,UK,
B0093951,UK,
B0093954,USA,USD
B0093958,UK,
B0093472,UK,
B0093473,UK,
B0093474,UK,
B0093475,UK,
B0093476,UK,
B0093477,UK,
B0093479,UK,
B0093480,UK,
B0093481,UK,
B0093482,UK,
B0093483,UK,
B0093484,UK,
B0093485,UK,
B0093486,UK,
B0093617,Germany,EUR
B0093620,Germany,EUR
B0093625,UK,
B0093626,UK,
B0093487,UK,
B0093488,UK,
B0093489,UK,
B0093490,UK,
B0093491,UK,
B0093492,UK,
B0093493,UK,
B0093494,UK,
B0093495,UK,
B0093496,UK,
B0093497,UK,
B0093498,UK,
B0093501,UK,
B0093502,UK,
B0093605,UK,
B0093606,UK,
B0093607,UK,
B0093503,UK,
B0093504,UK,
B0093509,UK,
B0093510,UK,
B0093511,UK,
B0093512,UK,
B0093513,UK,
B0093514,UK,
B0093515,UK,
B0093516,UK,
B0093517,UK,
B0093518,UK,
B0093523,UK,
B0093524,UK,
B0093637,UK,
B0093638,UK,
B0093646,UK,
B0093647,UK,
B0093525,UK,
B0093526,UK,
B0093535,UK,
B0093536,UK,
B0093539,UK,
B0093540,UK,
B0093541,UK,
B0093542,UK,
B0093546,UK,
B0093547,UK,
B0093548,UK,
B0093549,UK,
B0093552,UK,
B0093553,UK,
B0093945,Germany,EUR
B0093946,Germany,EUR
B0093971,UK,
B0093562,UK,
B0095930,UK,
B0095931,UK,
B0095932,UK,
B0095933,UK,
B0095934,UK,
B0095935,UK,
B0095936,UK,
B0095937,UK,
B0095938,UK,
B0095939,UK,
B0095940,UK,
B0095941,UK,
B0095942,UK,
B0095943,UK,
B0096085,UK,
B0096090,UK,
B0096091,UK,
B0093563,UK,
B0095944,UK,
B0095945,UK,
B0095946,UK,
B0095947,UK,
B0095948,UK,
B0095949,UK,
B0095950,UK,
B0095951,UK,
B0095952,UK,
B0095953,UK,
B0095954,UK,
B0095956,UK,
B0095957,UK,
B0095958,UK,
B0096094,UK,
B0096095,UK,
B0096096,UK,
B0093564,UK,
B0095959,UK,
B0095960,UK,
B0095961,UK,
B0095962,UK,
B0095963,UK,
B0095965,UK,
B0095966,UK,
B0095967,UK,
B0095968,UK,
B0095969,UK,
B0095970,UK,
B0095971,UK,
B0095972,UK,
B0095973,UK,
B0096342,UK,
B0096348,Germany,EUR
B0096409,UK,
B0093565,UK,
B0095975,UK,
B0095976,UK,
B0095978,UK,
B0095979,UK,
B0095980,UK,
B0095981,UK,
B0095982,UK,
B0095983,UK,
B0095984,UK,
B0095985,UK,
B0095986,UK,
B0095987,UK,
B0095988,UK,
B0095989,UK,
B0096444,UK,
B0096449,UK,
B0096569,UK,
B0096576,UK,
B0093566,UK,
B0095990,UK,
B0095991,UK,
B0095992,UK,
B0095993,UK,
B0095994,UK,
B0095995,UK,
B0095996,UK,
B0095997,UK,
B0095998,UK,
B0095999,UK,
B0096000,UK,
B0096001,UK,
B0096002,UK,
B0096003,UK,
B0096581,UK,
B0096589,UK,
B0096593,UK,
B0093567,UK,
B0093959,UK,
B0093960,UK,
B0093961,UK,
B0093963,UK,
B0095906,UK,
B0095907,UK,
B0095908,UK,
B0095909,UK,
B0095910,UK,
B0095911,UK,
B0095912,UK,
B0095913,UK,
B0095914,UK,
B0095915,UK,
B0096092,UK,
B0096093,UK,
B0096097,UK,
B0093568,UK,
B0095916,UK,
B0095917,UK,
B0095918,UK,
B0095919,UK,
B0095920,UK,
B0095921,UK,
B0095922,UK,
B0095923,UK,
B0095924,UK,
B0095925,UK,
B0095926,UK,
B0095927,UK,
B0095928,UK,
B0095929,UK,
B0096606,UK,
B0096616,UK,
B0096662,UK,
B0093569,UK,
B0093570,UK,
B0093571,UK,
B0093572,UK,
B0093573,UK,
B0093574,UK,
B0093575,UK,
B0093576,UK,
B0093577,UK,
B0093578,UK,
B0093579,UK,
B0093581,UK,
B0093582,UK,
B0093583,UK,
B0093886,UK,
B0093887,UK,
B0093888,UK,
B0093584,UK,
B0093585,UK,
B0093586,UK,
B0093595,Germany,EUR
B0093597,Germany,EUR
B0093599,Germany,EUR
B0093600,Germany,EUR
B0093602,UK,
B0093608,Germany,EUR
B0093609,Germany,EUR
B0093610,Germany,EUR
B0093611,UK,
B0093618,UK,
B0093619,UK,
B0093627,UK,
B0093833,Germany,EUR
B0093621,UK,
B0093622,UK,
B0093630,UK,
B0093631,UK,
B0093632,UK,
B0093633,UK,
B0093639,Germany,EUR
B0093640,UK,
B0093648,Germany,EUR
B0093649,Germany,EUR
B0093651,Germany,EUR
B0093652,Germany,EUR
B0093653,Germany,EUR
B0093901,UK,
B0093902,UK,
B0093903,UK,
B0093654,Germany,EUR
B0093655,UK,
B0093656,UK,
B0093657,UK,
B0093658,UK,
B0093659,UK,
B0093661,USA,USD
B0093662,UK,
B0093663,UK,
B0093664,UK,
B0093665,UK,
B0093666,UK,
B0093751,Germany,EUR
B0093760,UK,
B0093768,Germany,EUR
B0093770,UK,
B0093667,UK,
B0093668,UK,
B0093669,UK,
B0093670,UK,
B0093678,UK,
B0093679,UK,
B0093680,UK,
B0093681,UK,
B0093682,UK,
B0093683,UK,
B0093684,UK,
B0093685,UK,
B0093695,UK,
B0093696,UK,
B0093904,UK,
B0093905,UK,
B0093697,UK,
B0093698,UK,
B0093699,UK,
B0093700,UK,
B0093701,UK,
B0093702,UK,
B0093703,UK,
B0093707,UK,
B0093708,UK,
B0093709,UK,
B0093710,UK,
B0093711,UK,
B0093712,UK,
B0096086,UK,
B0096087,UK,
B0093713,UK,
B0093714,UK,
B0093715,UK,
B0093716,UK,
B0093717,UK,
B0093718,UK,
B0093719,UK,
B0093720,UK,
B0093721,UK,
B0093723,UK,
B0093724,UK,
B0093725,UK,
B0093726,UK,
B0093731,UK,
B0093732,UK,
B0093942,Germany,EUR
B0093943,Germany,EUR
B0093944,Germany,EUR
B0093733,UK,
B0093734,UK,
B0093737,UK,
B0093738,UK,
B0093739,UK,
B0093740,UK,
B0093743,UK,
B0093744,UK,
B0093745,UK,
B0093746,UK,
B0093747,UK,
B0093748,UK,
B0093749,UK,
B0093750,UK,
B0093828,UK,
B0093829,UK,
B0093909,UK,
B0093752,UK,
B0093754,UK,
B0093755,UK,
B0093756,Germany,EUR
B0093757,Germany,EUR
B0093758,UK,
B0093759,UK,
B0093761,Germany,EUR
B0093762,Germany,EUR
B0093764,Germany,EUR
B0093765,Germany,EUR
B0093766,Germany,EUR
B0093767,Germany,EUR
B0093769,UK,
B0093834,Germany,EUR
B0093835,UK,
B0093889,UK,
B0093771,UK,
B0093772,UK,
B0093773,UK,
B0093774,Germany,EUR
B0093775,Germany,EUR
B0093776,UK,
B0093777,UK,
B0093778,UK,
B0093779,UK,
B0093780,UK,
B0093781,UK,
B0093782,UK,
B0093783,UK,
B0093784,UK,
B0093785,UK,
B0093786,UK,
B0093787,UK,
B0093800,UK,
B0093801,UK,
B0093788,UK,
B0093789,UK,
B0093790,UK,
B0093791,UK,
B0093792,UK,
B0093793,UK,
B0093794,UK,
B0093795,UK,
B0093796,UK,
B0093797,UK,
B0093798,UK,
B0093799,UK,
B0093802,UK,
B0093803,UK,
B0093804,UK,
B0093805,UK,
B0093910,UK,
B0093911,UK,
B0093972,Germany,EUR
B0093806,UK,
B0093807,UK,
B0093808,UK,
B0093809,UK,
B0093810,UK,
B0093811,UK,
B0093812,UK,
B0093813,UK,
B0093814,UK,
B0093815,UK,
B0093816,UK,
B0093817,UK,
B0093818,UK,
B0093819,UK,
B0093820,UK,
B0093821,UK,
B0093822,UK,
B0093823,UK,
B0093824,UK,
B0093825,UK,
B0093826,UK,
B0093827,UK,
B0093836,Germany,EUR
B0093837,Germany,EUR
B0093838,UK,
B0093839,UK,
B0093840,UK,
B0093841,UK,
B0093842,UK,
B0093843,UK,
B0093844,UK,
B0093845,UK,
B0093846,UK,
B0093847,Germany,EUR
B0093848,UK,
B0093849,UK,
B0093850,UK,
B0093851,UK,
B0093854,UK,
B0093855,UK,
B0093856,UK,
B0093857,UK,
B0093858,UK,
B0093859,UK,
B0093860,UK,
B0093861,UK,
B0093862,UK,
B0093863,UK,
B0093864,UK,
B0093865,UK,
B0093866,UK,
B0093867,UK,
B0093868,UK,
B0093869,UK,
B0093870,UK,
B0093871,UK,
B0093882,UK,
B0093883,UK,
B0093884,UK,
B0093872,UK,
B0093873,UK,
B0093874,UK,
B0093875,UK,
B0093876,UK,
B0093877,UK,
B0093878,UK,
B0093879,UK,
B0093880,UK,
B0093881,UK,
B0093896,UK,
B0093897,UK,
B0093899,UK,
B0093900,UK,
B0093906,UK,
B0093907,UK,
B0093948,Germany,EUR
B0093949,Germany,EUR
B0093950,UK,
B0093912,UK,
B0093913,UK,
B0093914,UK,
B0093915,UK,
B0093916,UK,
B0093917,UK,
B0093918,UK,
B0093919,UK,
B0093920,UK,
B0093921,UK,
B0093933,UK,
B0093934,UK,
B0093940,Germany,EUR
B0093922,UK,
B0093923,UK,
B0093924,UK,
B0093925,UK,
B0093929,UK,
B0093930,UK,
B0093935,UK,
B0093936,UK,
B0093937,UK,
B0093938,UK,
B0093939,UK,
B0093952,UK,
B0093953,UK,
B0093973,Germany,EUR
B0093974,UK,
B0093975,UK,
B0093980,UK,
B0093987,Germany,EUR
B0093988,Germany,EUR
B0093989,Japan,JPY
B0093990,UK,
B0093991,UK,
B0093992,UK,
B0093993,UK,
B0093994,UK,
B0093995,UK,
B0093996,UK,
B0093997,UK,
B0093998,UK,
B0093999,UK,
B0094000,UK,
B0094001,UK,
B0094002,UK,
B0094003,UK,
B0094011,UK,
B0094012,UK,
B0094004,Germany,EUR
B0094005,Germany,EUR
B0094006,Germany,EUR
B0094007,Germany,EUR
B0094014,UK,
B0094016,UK,
B0094020,UK,
B0094022,UK,
B0094023,UK,
B0094024,UK,
B0094025,UK,
B0094026,UK,
B0094027,UK,
B0094028,UK,
B0094029,UK,
B0094030,UK,
B0094031,UK,
B0094032,UK,
B0094033,UK,
B0094034,UK,
B0094035,UK,
B0094036,UK,
B0094040,UK,
B0094042,UK,
B0094044,UK,
B0094046,UK,
B0094048,UK,
B0094050,UK,
B0094052,UK,
B0094054,UK,
B0094055,UK,
B0094059,UK,
B0094061,UK,
B0094067,UK,
B0094068,UK,
B0094069,UK,
B0094070,UK,
B0094071,UK,
B0094072,UK,
B0094073,UK,
B0094075,UK,
B0094076,UK,
B0094077,UK,
B0094078,UK,
B0094079,UK,
B0094080,UK,
B0094081,UK,
B0094082,UK,
B0094083,UK,
B0094084,UK,
B0094085,UK,
B0094086,UK,
B0094087,UK,
B0094088,UK,
B0094089,UK,
B0094090,UK,
B0094108,Germany,EUR
B0094139,UK,
B0094091,UK,
B0094092,UK,
B0094093,UK,
B0094094,UK,
B0094095,UK,
B0094099,UK,
B0094100,UK,
B0094101,UK,
B0094102,UK,
B0094103,UK,
B0094104,UK,
B0094105,UK,
B0094106,UK,
B0094107,UK,
B0094109,UK,
B0094110,UK,
B0094140,UK,
B0094141,UK,
B0094142,UK,
B0094111,UK,
B0094112,UK,
B0094113,UK,
B0094114,UK,
B0094115,UK,
B0094116,UK,
B0094117,UK,
B0094118,UK,
B0094119,UK,
B0094120,UK,
B0094121,UK,
B0094122,UK,
B0094123,UK,
B0094124,UK,
B0094125,UK,
B0094126,UK,
B0094143,UK,
B0094144,UK,
B0094145,UK,
B0094127,UK,
B0094128,UK,
B0094129,UK,
B0094130,UK,
B0094131,UK,
B0094132,UK,
B0094133,UK,
B0094134,UK,
B0094135,UK,
B0094136,Germany,EUR
B0094137,Germany,EUR
B0094138,Germany,EUR
B0094146,UK,
B0094147,Germany,EUR
B0094150,UK,
B0094151,UK,
B0094153,UK,
B0094154,UK,
B0094156,UK,
B0094157,UK,
B0094158,UK,
B0094160,UK,
B0094161,UK,
B0094162,UK,
B0094163,Germany,EUR
B0094164,Germany,EUR
B0094165,Germany,EUR
B0094166,Germany,EUR
B0094167,UK,
B0094168,UK,
B0094169,Germany,EUR
B0094170,Germany,EUR
B0094171,Germany,EUR
B0094172,Germany,EUR
B0094173,Germany,EUR
B0094181,Germany,EUR
B0094182,UK,
B0094183,UK,
B0094174,Germany,EUR
B0094175,UK,
B0094176,UK,
B0094178,UK,
B0094179,UK,
B0094180,UK,
B0094184,UK,
B0094185,UK,
B0094186,UK,
B0094187,UK,
B0094188,UK,
B0094189,UK,
B0094190,UK,
B0094191,UK,
B0094201,UK,
B0094202,UK,
B0094203,UK,
B0094262,UK,
B0094309,UK,
B0094312,UK,
B0094204,UK,
B0094205,UK,
B0094206,UK,
B0094207,UK,
B0094208,UK,
B0094209,UK,
B0094210,UK,
B0094211,UK,
B0094212,UK,
B0094213,UK,
B0094214,UK,
B0094215,UK,
B0094216,UK,
B0094217,UK,
B0094218,UK,
B0094219,UK,
B0094245,UK,
B0094249,UK,
B0094261,UK,
B0094220,UK,
B0094225,UK,
B0094226,UK,
B0094229,UK,
B0094230,UK,
B0094231,UK,
B0094232,UK,
B0094233,UK,
B0094234,UK,
B0094235,UK,
B0094236,UK,
B0094237,UK,
B0094238,UK,
B0094239,UK,
B0094240,UK,
B0094246,UK,
B0094313,UK,
B0094315,UK,
B0094316,UK,
B0094317,UK,
B0094247,UK,
B0094248,UK,
B0094250,UK,
B0094253,UK,
B0094254,UK,
B0094263,UK,
B0094264,UK,
B0094265,UK,
B0094266,UK,
B0094267,UK,
B0094268,UK,
B0094269,UK,
B0094270,UK,
B0094271,UK,
B0094272,UK,
B0094339,UK,
B0094340,UK,
B0094341,UK,
B0094342,UK,
B0094273,UK,
B0094275,UK,
B0094276,UK,
B0094278,UK,
B0094279,UK,
B0094280,UK,
B0094281,UK,
B0094282,UK,
B0094283,UK,
B0094286,UK,
B0094287,UK,
B0094288,UK,
B0094289,UK,
B0094290,UK,
B0094291,UK,
B0094297,UK,
B0094298,Germany,EUR
B0094308,UK,
B0094292,UK,
B0094293,UK,
B0094294,UK,
B0094295,UK,
B0094296,UK,
B0094300,UK,
B0094302,UK,
B0094303,UK,
B0094304,UK,
B0094305,UK,
B0094306,UK,
B0094307,UK,
B0094310,Germany,EUR
B0094311,Germany,EUR
B0094318,Germany,EUR
B0094343,UK,
B0094344,UK,
B0094346,Germany,EUR
B0094319,Germany,EUR
B0094320,Germany,EUR
B0094321,Germany,EUR
B0094322,UK,
B0094323,UK,
B0094324,UK,
B0094325,UK,
B0094326,UK,
B0094327,UK,
B0094328,UK,
B0094329,UK,
B0094330,UK,
B0094331,UK,
B0094332,UK,
B0094333,UK,
B0094334,UK,
B0094335,UK,
B0094336,UK,
B0094337,UK,
B0094338,UK,
B0094347,Germany,EUR
B0094349,Germany,EUR
B0094350,Germany,EUR
B0094351,Germany,EUR
B0094352,Germany,EUR
B0094353,Germany,EUR
B0094354,Germany,EUR
B0094355,Germany,EUR
B0094356,Germany,EUR
B0094357,Germany,EUR
B0094358,Germany,EUR
B0094359,Germany,EUR
B0094360,Germany,EUR
B0094361,Germany,EUR
B0094362,Germany,EUR
B0094363,Germany,EUR
B0094364,Germany,EUR
B0094365,Germany,EUR
B0094366,Germany,EUR
B0094367,Germany,EUR
B0094368,Germany,EUR
B0094369,Germany,EUR
B0094370,Germany,EUR
B0094371,Germany,EUR
B0094372,Germany,EUR
B0094373,Germany,EUR
B0094374,Germany,EUR
B0094375,Germany,EUR
B0094376,Germany,EUR
B0094377,Germany,EUR
B0094378,Germany,EUR
B0094379,Germany,EUR
B0094380,Germany,EUR
B0094383,UK,
B0094384,UK,
B0094385,UK,
B0094386,Germany,EUR
B0094387,Germany,EUR
B0094388,Germany,EUR
B0094393,Germany,EUR
B0094394,UK,
B0094395,UK,
B0094389,Germany,EUR
B0094390,Germany,EUR
B0094391,Germany,EUR
B0094392,Germany,EUR
B0094396,UK,
B0094397,UK,
B0094398,Germany,EUR
B0094399,Germany,EUR
B0094400,USA,USD
B0094401,USA,USD
B0094402,USA,USD
B0094403,USA,USD
B0094426,Germany,EUR
B0094427,Germany,EUR
B0094429,Germany,EUR
B0094430,Germany,EUR
B0094404,UK,
B0094405,UK,
B0094406,UK,
B0094407,UK,
B0094408,UK,
B0094409,UK,
B0094410,UK,
B0094412,UK,
B0094413,UK,
B0094414,UK,
B0094415,UK,
B0094416,UK,
B0094417,UK,
B0094418,UK,
B0094419,UK,
B0094420,UK,
B0094421,UK,
B0094422,Germany,EUR
B0094423,UK,
B0094425,Germany,EUR
B0094431,Germany,EUR
B0094432,Germany,EUR
B0094433,Germany,EUR
B0094434,UK,
B0094435,UK,
B0094436,UK,
B0094437,UK,
B0094438,UK,
B0094439,UK,
B0094440,UK,
B0094441,UK,
B0094442,UK,
B0094443,UK,
B0094444,UK,
B0094445,Germany,EUR
B0094446,UK,
B0094447,UK,
B0094448,UK,
B0094449,UK,
B0094450,UK,
B0094451,UK,
B0094452,UK,
B0094453,UK,
B0094454,UK,
B0094455,UK,
B0094456,UK,
B0094457,UK,
B0094459,UK,
B0094460,UK,
B0094461,UK,
B0094462,UK,
B0094463,UK,
B0094464,UK,
B0094482,UK,
B0094488,UK,
B0094465,UK,
B0094466,UK,
B0094467,UK,
B0094468,UK,
B0094469,UK,
B0094470,UK,
B0094471,UK,
B0094472,UK,
B0094473,UK,
B0094474,UK,
B0094475,UK,
B0094476,UK,
B0094477,UK,
B0094478,UK,
B0094479,UK,
B0094480,UK,
B0094497,UK,
B0094499,UK,
B0094501,UK,
B0094481,UK,
B0094483,UK,
B0094484,UK,
B0094485,UK,
B0094486,UK,
B0094487,UK,
B0094489,UK,
B0094490,UK,
B0094491,UK,
B0094492,UK,
B0094493,UK,
B0094494,UK,
B0094495,UK,
B0094496,UK,
B0094498,UK,
B0094500,UK,
B0094502,UK,
B0094503,UK,
B0094504,UK,
B0094505,UK,
B0094506,UK,
B0094507,UK,
B0094508,UK,
B0094509,UK,
B0094510,UK,
B0094511,UK,
B0094512,UK,
B0094513,UK,
B0094514,UK,
B0094515,UK,
B0094516,UK,
B0094517,UK,
B0094518,UK,
B0094519,UK,
B0094520,UK,
B0094521,UK,
B0094522,UK,
B0094523,UK,
B0094524,UK,
B0094525,UK,
B0094526,UK,
B0094527,UK,
B0094528,UK,
B0094529,UK,
B0094530,UK,
B0094531,UK,
B0094532,UK,
B0094533,UK,
B0094534,UK,
B0094535,UK,
B0094536,UK,
B0094537,UK,
B0094538,UK,
B0094539,UK,
B0094540,UK,
B0094542,UK,
B0094543,UK,
B0094544,UK,
B0094541,UK,
B0094545,UK,
B0094546,UK,
B0094547,UK,
B0094548,UK,
B0094550,UK,
B0094551,UK,
B0094554,UK,
B0094555,UK,
B0094556,UK,
B0094557,UK,
B0094558,UK,
B0094559,UK,
B0094560,UK,
B0094561,UK,
B0094562,UK,
B0094563,UK,
B0094564,UK,
B0094565,Germany,EUR
B0094566,Germany,EUR
B0094567,UK,
B0094568,UK,
B0094571,Germany,EUR
B0094572,Germany,EUR
B0094573,Germany,EUR
B0094574,Germany,EUR
B0094575,Germany,EUR
B0094576,Germany,EUR
B0094577,UK,
B0094578,UK,
B0094579,UK,
B0094580,UK,
B0094581,UK,
B0094582,UK,
B0094583,UK,
B0094585,UK,
B0094633,UK,
B0094634,Germany,EUR
B0094635,Germany,EUR
B0094586,UK,
B0094587,UK,
B0094588,UK,
B0094589,UK,
B0094590,UK,
B0094596,UK,
B0094597,UK,
B0094598,UK,
B0094599,UK,
B0094600,UK,
B0094601,UK,
B0094602,UK,
B0094603,UK,
B0094636,UK,
B0094637,UK,
B0094638,UK,
B0094604,UK,
B0094605,UK,
B0094606,UK,
B0094607,UK,
B0094608,UK,
B0094609,UK,
B0094610,UK,
B0094611,UK,
B0094612,UK,
B0094613,UK,
B0094614,UK,
B0094615,UK,
B0094616,USA,USD
B0094639,UK,
B0094640,UK,
B0094641,UK,
B0094642,UK,
B0094619,Germany,EUR
B0094620,Germany,EUR
B0094621,Germany,EUR
B0094622,Germany,EUR
B0094623,UK,
B0094624,UK,
B0094625,UK,
B0094626,UK,
B0094627,Germany,EUR
B0094628,Germany,EUR
B0094631,UK,
B0094632,UK,
B0094643,UK,
B0094644,UK,
B0094645,UK,
B0094646,UK,
B0094647,UK,
B0094648,UK,
B0094649,UK,
B0094650,UK,
B0094651,UK,
B0094652,UK,
B0094653,UK,
B0094654,UK,
B0094655,UK,
B0094656,UK,
B0094658,UK,
B0094659,UK,
B0094660,UK,
B0094661,UK,
B0094662,UK,
B0094663,UK,
B0094664,UK,
B0094665,UK,
B0094666,UK,
B0094667,UK,
B0094668,UK,
B0094669,UK,
B0094671,UK,
B0094672,UK,
B0094673,Germany,EUR
B0094674,Germany,EUR
B0094675,UK,
B0094676,UK,
B0094677,UK,
B0094678,UK,
B0094679,UK,
B0094680,UK,
B0094681,UK,
B0094682,UK,
B0094683,UK,
B0094684,UK,
B0094685,UK,
B0094686,UK,
B0094687,UK,
B0094688,UK,
B0094691,UK,
B0094699,Germany,EUR
B0094700,UK,
B0094689,UK,
B0094690,UK,
B0094692,UK,
B0094693,UK,
B0094694,UK,
B0094695,UK,
B0094696,UK,
B0094697,UK,
B0094698,UK,
B0094701,UK,
B0094702,UK,
B0094703,UK,
B0094704,UK,
B0094705,UK,
B0094706,UK,
B0094707,UK,
B0094708,UK,
B0094709,UK,
B0094730,UK,
B0094711,UK,
B0094712,UK,
B0094713,UK,
B0094714,UK,
B0094715,UK,
B0094716,UK,
B0094717,UK,
B0094718,UK,
B0094719,UK,
B0094720,UK,
B0094721,UK,
B0094722,UK,
B0094723,UK,
B0094724,UK,
B0094725,UK,
B0094726,UK,
B0094727,Germany,EUR
B0094728,Germany,EUR
B0094729,UK,
B0094731,UK,
B0094732,UK,
B0094733,UK,
B0094734,UK,
B0094735,UK,
B0094736,UK,
B0094737,UK,
B0094738,UK,
B0094739,UK,
B0094740,UK,
B0094742,UK,
B0094743,UK,
B0094744,UK,
B0094745,UK,
B0094750,UK,
B0094751,UK,
B0094772,UK,
B0094773,UK,
B0094775,Germany,EUR
B0094754,UK,
B0094755,UK,
B0094756,UK,
B0094760,UK,
B0094761,UK,
B0094764,UK,
B0094765,UK,
B0094766,UK,
B0094767,Germany,EUR
B0094770,Germany,EUR
B0094771,UK,
B0094774,UK,
B0094776,Germany,EUR
B0094777,UK,
B0094819,USA,USD
B0094820,USA,USD
B0094823,USA,USD
B0094778,UK,
B0094779,UK,
B0094780,UK,
B0094781,UK,
B0094782,Germany,EUR
B0094786,UK,
B0094787,Germany,EUR
B0094788,UK,
B0094789,UK,
B0094790,UK,
B0094791,UK,
B0094792,UK,
B0094793,UK,
B0094794,UK,
B0094795,UK,
B0094803,UK,
B0094809,UK,
B0094818,USA,USD
B0094796,UK,
B0094797,UK,
B0094798,UK,
B0094799,UK,
B0094800,UK,
B0094801,UK,
B0094802,UK,
B0094804,UK,
B0094805,UK,
B0094806,UK,
B0094807,UK,
B0094808,UK,
B0094810,UK,
B0094811,UK,
B0094830,Germany,EUR
B0094831,UK,
B0094832,UK,
B0094812,UK,
B0094813,UK,
B0094821,USA,USD
B0094822,USA,USD
B0094824,USA,USD
B0094825,USA,USD
B0094826,USA,USD
B0094828,USA,USD
B0094829,USA,USD
B0094833,UK,
B0094835,UK,
B0094836,UK,
B0094837,UK,
B0094838,UK,
B0094839,UK,
B0094840,UK,
B0094841,UK,
B0094842,UK,
B0094843,UK,
B0094844,UK,
B0094845,UK,
B0094846,UK,
B0094847,UK,
B0094848,UK,
B0094849,UK,
B0094850,UK,
B0094851,UK,
B0094852,UK,
B0094853,UK,
B0094854,UK,
B0094855,UK,
B0094856,UK,
B0094857,UK,
B0094858,UK,
B0094859,UK,
B0094860,UK,
B0094861,Germany,EUR
B0094862,Germany,EUR
B0094863,Germany,EUR
B0094864,Germany,EUR
B0094865,Germany,EUR
B0094866,Germany,EUR
B0094869,UK,
B0094870,UK,
B0094871,UK,
B0094872,UK,
B0094873,UK,
B0094874,UK,
B0094875,UK,
B0094876,UK,
B0094877,Germany,EUR
B0094879,Germany,EUR
B0094885,Germany,EUR
B0094886,Germany,EUR
B0094887,UK,
B0094888,Germany,EUR
B0094889,Germany,EUR
B0094893,UK,
B0094900,UK,
B0094911,UK,
B0094890,Germany,EUR
B0094891,Germany,EUR
B0094894,UK,
B0094895,UK,
B0094896,UK,
B0094897,UK,
B0094898,UK,
B0094899,UK,
B0094901,UK,
B0094902,UK,
B0094903,UK,
B0094904,UK,
B0094905,UK,
B0094906,UK,
B0094907,UK,
B0094908,UK,
B0094980,UK,
B0094983,UK,
B0094984,UK,
B0094909,UK,
B0094910,UK,
B0094912,UK,
B0094913,UK,
B0094914,UK,
B0094915,UK,
B0094916,UK,
B0094917,UK,
B0094918,UK,
B0094919,UK,
B0094920,UK,
B0094921,UK,
B0094922,UK,
B0094923,UK,
B0094924,UK,
B0094925,UK,
B0094985,UK,
