PURCH_ORDER,SUPPLIER_ORIGIN,CURRENCY
B0094986,UK,
B0094987,UK,
B0094926,UK,
B0094928,UK,
B0094929,UK,
B0094930,UK,
B0094931,UK,
B0094932,UK,
B0094933,UK,
B0094934,UK,
B0094935,UK,
B0094936,UK,
B0094937,UK,
B0094938,UK,
B0094939,UK,
B0094940,UK,
B0094941,UK,
B0094942,Germany,EUR
B0094943,Germany,EUR
B0094976,UK,
B0094977,UK,
B0094979,UK,
B0094944,UK,
B0094945,UK,
B0094946,UK,
B0094947,UK,
B0094948,UK,
B0094949,UK,
B0094950,UK,
B0094951,UK,
B0094952,UK,
B0094953,UK,
B0094954,UK,
B0094955,UK,
B0094956,UK,
B0094957,UK,
B0094988,UK,
B0094989,UK,
B0094990,UK,
B0094958,UK,
B0094959,UK,
B0094960,UK,
B0094961,UK,
B0094964,UK,
B0094965,UK,
B0094967,UK,
B0094968,UK,
B0094969,UK,
B0094970,UK,
B0094971,UK,
B0094972,UK,
B0094991,UK,
B0094993,UK,
B0094973,UK,
B0094974,UK,
B0094975,UK,
B0094992,UK,
B0094994,UK,
B0094995,UK,
B0094996,UK,
B0094997,UK,
B0094998,UK,
B0094999,UK,
B0095000,UK,
B0095001,UK,
B0095104,UK,
B0095105,UK,
B0095107,UK,
B0095002,UK,
B0095003,UK,
B0095004,UK,
B0095005,UK,
B0095006,UK,
B0095007,UK,
B0095008,UK,
B0095009,UK,
B0095010,UK,
B0095011,UK,
B0095012,UK,
B0095013,UK,
B0095014,UK,
B0095015,UK,
B0095016,UK,
B0095019,UK,
B0095020,UK,
B0095021,UK,
B0095017,Germany,EUR
B0095018,Germany,EUR
B0095022,UK,
B0095023,UK,
B0095024,UK,
B0095025,UK,
B0095026,UK,
B0095027,UK,
B0095028,UK,
B0095029,UK,
B0095030,UK,
B0095031,UK,
B0095032,UK,
B0095033,Germany,EUR
B0095034,Germany,EUR
B0095035,Germany,EUR
B0095057,Germany,EUR
B0095058,Germany,EUR
B0095036,Germany,EUR
B0095038,Germany,EUR
B0095039,Germany,EUR
B0095040,Germany,EUR
B0095041,Germany,EUR
B0095042,Germany,EUR
B0095043,Germany,EUR
B0095044,Germany,EUR
B0095045,Germany,EUR
B0095046,Germany,EUR
B0095047,Germany,EUR
B0095048,Germany,EUR
B0095049,Germany,EUR
B0095050,Germany,EUR
B0095051,Germany,EUR
B0095052,Germany,EUR
B0095053,Germany,EUR
B0095054,Germany,EUR
B0095055,Germany,EUR
B0095056,Germany,EUR
B0095059,Germany,EUR
B0095060,Germany,EUR
B0095061,Germany,EUR
B0095062,Germany,EUR
B0095063,Germany,EUR
B0095064,Germany,EUR
B0095065,Germany,EUR
B0095066,Germany,EUR
B0095067,Germany,EUR
B0095068,Germany,EUR
B0095069,Germany,EUR
B0095070,Germany,EUR
B0095071,Germany,EUR
B0095072,Germany,EUR
B0095073,Germany,EUR
B0095074,Germany,EUR
B0095075,Germany,EUR
B0095077,UK,
B0095078,UK,
B0095080,UK,
B0095081,UK,
B0095076,UK,
B0095082,UK,
B0095083,UK,
B0095084,UK,
B0095085,UK,
B0095086,UK,
B0095087,UK,
B0095088,UK,
B0095091,UK,
B0095092,UK,
B0095093,UK,
B0095094,UK,
B0095095,UK,
B0095096,UK,
B0095097,UK,
B0095098,UK,
B0095099,UK,
B0095100,UK,
B0095101,UK,
B0095102,UK,
B0095103,UK,
B0095108,UK,
B0095109,UK,
B0095110,UK,
B0095111,UK,
B0095112,UK,
B0095113,UK,
B0095114,UK,
B0095115,UK,
B0095116,UK,
B0095117,UK,
B0095118,UK,
B0095119,UK,
B0095123,UK,
B0095124,UK,
B0095127,UK,
B0095128,UK,
B0095129,UK,
B0095146,Germany,EUR
B0095130,UK,
B0095131,UK,
B0095132,UK,
B0095133,UK,
B0095134,UK,
B0095135,UK,
B0095136,UK,
B0095137,UK,
B0095138,UK,
B0095139,UK,
B0095140,UK,
B0095141,UK,
B0095142,UK,
B0095143,UK,
B0095149,Germany,EUR
B0095219,UK,
B0095220,UK,
B0095144,UK,
B0095145,UK,
B0095147,UK,
B0095148,UK,
B0095150,UK,
B0095151,UK,
B0095152,UK,
B0095153,UK,
B0095154,UK,
B0095155,UK,
B0095156,UK,
B0095158,UK,
B0095159,UK,
B0095160,UK,
B0095221,UK,
B0095283,UK,
B0095284,UK,
B0095161,UK,
B0095162,UK,
B0095163,UK,
B0095169,UK,
B0095170,UK,
B0095171,UK,
B0095172,UK,
B0095173,UK,
B0095174,UK,
B0095175,UK,
B0095176,UK,
B0095177,UK,
B0095178,UK,
B0095179,UK,
B0095195,Sweden,SEK
B0095196,USA,USD
B0095197,USA,USD
B0095180,UK,
B0095181,UK,
B0095182,UK,
B0095183,UK,
B0095184,UK,
B0095185,UK,
B0095186,UK,
B0095187,UK,
B0095188,UK,
B0095189,UK,
B0095190,UK,
B0095191,UK,
B0095193,UK,
B0095194,UK,
B0095285,UK,
B0095286,UK,
B0095287,UK,
B0095288,UK,
B0095198,UK,
B0095199,UK,
B0095200,UK,
B0095201,UK,
B0095202,UK,
B0095203,UK,
B0095204,Germany,EUR
B0095205,UK,
B0095206,UK,
B0095207,UK,
B0095208,UK,
B0095209,UK,
B0095210,UK,
B0095211,UK,
B0095212,UK,
B0095213,UK,
B0095214,Germany,EUR
B0095215,Germany,EUR
B0095217,Germany,EUR
B0095218,Germany,EUR
B0095222,Germany,EUR
B0095223,Germany,EUR
B0095224,UK,
B0095226,UK,
B0095227,UK,
B0095228,UK,
B0095229,UK,
B0095230,UK,
B0095231,UK,
B0095232,UK,
B0095233,UK,
B0095234,UK,
B0095235,UK,
B0095236,UK,
B0095237,UK,
B0095238,UK,
B0095239,UK,
B0095240,UK,
B0095242,UK,
B0095241,UK,
B0095243,UK,
B0095244,UK,
B0095245,UK,
B0095246,UK,
B0095247,UK,
B0095248,Germany,EUR
B0095249,Germany,EUR
B0095250,Germany,EUR
B0095251,Germany,EUR
B0095252,Germany,EUR
B0095253,Germany,EUR
B0095254,Germany,EUR
B0095255,Germany,EUR
B0095256,Germany,EUR
B0095257,Germany,EUR
B0095279,UK,
B0095280,UK,
B0095258,Germany,EUR
B0095259,Germany,EUR
B0095260,Germany,EUR
B0095261,Germany,EUR
B0095262,UK,
B0095263,UK,
B0095264,UK,
B0095265,UK,
B0095266,UK,
B0095267,UK,
B0095268,UK,
B0095269,UK,
B0095270,UK,
B0095271,UK,
B0095272,UK,
B0095276,UK,
B0095277,UK,
B0095278,UK,
B0095273,UK,
B0095274,UK,
B0095275,UK,
B0095289,UK,
B0095290,UK,
B0095291,UK,
B0095292,UK,
B0095293,UK,
B0095294,UK,
B0095295,UK,
B0095296,UK,
B0095297,UK,
B0095298,UK,
B0095299,UK,
B0095300,UK,
B0095301,UK,
B0095302,,ZAR
B0095303,,ZAR
B0095304,,ZAR
B0095305,,ZAR
B0095306,,ZAR
B0095307,,ZAR
B0095308,,ZAR
B0095309,,ZAR
B0095311,,ZAR
B0095312,,ZAR
B0095313,,ZAR
B0095314,,ZAR
B0095315,,ZAR
B0095316,,ZAR
B0095317,,ZAR
B0095318,,ZAR
B0095319,UK,
B0095320,UK,
B0095321,UK,
B0095322,UK,
B0095323,UK,
B0095324,UK,
B0095325,UK,
B0095326,UK,
B0095327,UK,
B0095328,UK,
B0095329,UK,
B0095330,UK,
B0095331,UK,
B0095332,UK,
B0095333,UK,
B0095334,UK,
B0095335,UK,
B0095336,UK,
B0095337,UK,
B0095338,UK,
B0095339,UK,
B0095340,UK,
B0095341,UK,
B0095342,UK,
B0095343,UK,
B0095344,UK,
B0095345,UK,
B0095346,UK,
B0095347,UK,
B0095348,UK,
B0095349,UK,
B0095350,UK,
B0095351,UK,
B0095352,UK,
B0095353,UK,
B0095354,UK,
B0095355,UK,
B0095356,UK,
B0095357,UK,
B0095358,UK,
B0095359,UK,
B0095360,UK,
B0095361,UK,
B0095362,UK,
B0095363,UK,
B0095364,UK,
B0095365,UK,
B0095366,UK,
B0095367,UK,
B0095368,UK,
B0095369,UK,
B0095370,UK,
B0095371,UK,
B0095372,UK,
B0095373,UK,
B0095374,UK,
B0095375,UK,
B0095376,UK,
B0095377,UK,
B0095378,UK,
B0095379,UK,
B0095380,UK,
B0095381,Germany,EUR
B0095382,,ZAR
B0095383,UK,
B0095397,UK,
B0095398,UK,
B0095399,UK,
B0095400,UK,
B0095384,UK,
B0095385,UK,
B0095386,UK,
B0095387,UK,
B0095388,UK,
B0095389,UK,
B0095390,UK,
B0095391,UK,
B0095392,UK,
B0095393,UK,
B0095394,UK,
B0095395,UK,
B0095407,UK,
B0095408,UK,
B0095409,UK,
B0095396,UK,
B0095401,Germany,EUR
B0095402,UK,
B0095403,UK,
B0095404,UK,
B0095405,UK,
B0095406,UK,
B0095410,UK,
B0095411,UK,
B0095412,UK,
B0095413,UK,
B0095414,UK,
B0095415,UK,
B0095416,UK,
B0095417,UK,
B0095549,UK,
B0095550,UK,
B0095418,UK,
B0095419,UK,
B0095420,UK,
B0095421,UK,
B0095422,UK,
B0095423,UK,
B0095424,UK,
B0095425,Germany,EUR
B0095427,UK,
B0095428,UK,
B0095429,UK,
B0095430,UK,
B0095431,UK,
B0095432,UK,
B0095433,UK,
B0095440,UK,
B0095478,UK,
B0095479,UK,
B0095480,UK,
B0095434,UK,
B0095435,UK,
B0095436,UK,
B0095437,UK,
B0095438,UK,
B0095439,UK,
B0095441,UK,
B0095442,UK,
B0095443,UK,
B0095444,UK,
B0095445,UK,
B0095446,UK,
B0095447,UK,
B0095448,UK,
B0095449,UK,
B0095481,UK,
B0095547,UK,
B0095548,UK,
B0095450,UK,
B0095451,UK,
B0095452,UK,
B0095453,UK,
B0095454,UK,
B0095455,UK,
B0095456,UK,
B0095457,UK,
B0095458,UK,
B0095459,UK,
B0095460,UK,
B0095461,UK,
B0095462,UK,
B0095463,UK,
B0095464,UK,
B0095551,UK,
B0095552,UK,
B0095553,UK,
B0095465,UK,
B0095466,UK,
B0095467,UK,
B0095468,UK,
B0095469,UK,
B0095470,UK,
B0095471,UK,
B0095472,UK,
B0095473,UK,
B0095474,UK,
B0095475,UK,
B0095476,UK,
B0095477,UK,
B0095482,UK,
B0095484,UK,
B0095554,UK,
B0095555,UK,
B0095556,UK,
B0095485,UK,
B0095486,UK,
B0095487,UK,
B0095488,UK,
B0095489,UK,
B0095490,UK,
B0095491,UK,
B0095492,UK,
B0095493,UK,
B0095494,UK,
B0095495,UK,
B0095496,UK,
B0095497,UK,
B0095498,UK,
B0095499,UK,
B0095500,UK,
B0095501,UK,
B0095502,UK,
B0095503,UK,
B0095504,UK,
B0095508,UK,
B0095509,UK,
B0095510,UK,
B0095511,UK,
B0095512,UK,
B0095513,UK,
B0095525,Germany,EUR
B0095528,Germany,EUR
B0095537,UK,
B0095538,UK,
B0095539,UK,
B0095540,UK,
B0095541,UK,
B0095542,UK,
B0095543,UK,
B0095544,UK,
B0095545,UK,
B0095546,UK,
B0095557,UK,
B0095558,UK,
B0095559,UK,
B0095560,UK,
B0095561,UK,
B0095562,UK,
B0095563,UK,
B0095564,UK,
B0095565,UK,
B0095566,UK,
B0095567,UK,
B0095568,UK,
B0095569,UK,
B0095570,UK,
B0095571,UK,
B0095572,UK,
B0095598,UK,
B0095599,UK,
B0095610,Germany,EUR
B0095573,UK,
B0095574,UK,
B0095575,UK,
B0095576,UK,
B0095577,UK,
B0095578,UK,
B0095579,UK,
B0095580,UK,
B0095581,UK,
B0095582,UK,
B0095583,UK,
B0095584,UK,
B0095585,UK,
B0095586,UK,
B0095587,UK,
B0095611,Germany,EUR
B0095612,Germany,EUR
B0095613,UK,
B0095588,UK,
B0095589,UK,
B0095590,UK,
B0095591,UK,
B0095593,UK,
B0095594,UK,
B0095595,UK,
B0095597,UK,
B0095600,UK,
B0095601,UK,
B0095602,UK,
B0095603,UK,
B0095604,UK,
B0095605,UK,
B0095616,UK,
B0095617,UK,
B0095618,UK,
B0095606,UK,
B0095607,UK,
B0095608,Germany,EUR
B0095609,Germany,EUR
B0095619,UK,
B0095620,UK,
B0095621,UK,
B0095622,UK,
B0095623,UK,
B0095624,UK,
B0095625,UK,
B0095626,UK,
B0095627,UK,
B0095628,UK,
B0095629,UK,
B0095630,UK,
B0095669,UK,
B0095670,UK,
B0095671,UK,
B0095631,UK,
B0095632,UK,
B0095633,UK,
B0095634,UK,
B0095635,UK,
B0095636,UK,
B0095637,UK,
B0095638,UK,
B0095639,UK,
B0095640,UK,
B0095641,UK,
B0095642,UK,
B0095643,UK,
B0095644,UK,
B0095645,UK,
B0095646,UK,
B0095647,UK,
B0095651,UK,
B0095653,UK,
B0095648,UK,
B0095649,UK,
B0095650,UK,
B0095652,UK,
B0095654,UK,
B0095655,UK,
B0095656,UK,
B0095657,UK,
B0095658,UK,
B0095659,UK,
B0095660,UK,
B0095661,UK,
B0095662,UK,
B0095663,UK,
B0095664,UK,
B0095665,UK,
B0095666,UK,
B0095667,UK,
B0095668,UK,
B0095672,UK,
B0095673,UK,
B0095674,UK,
B0095675,UK,
B0095676,UK,
B0095677,UK,
B0095678,UK,
B0095679,UK,
B0095680,UK,
B0095681,UK,
B0095682,UK,
B0095683,UK,
B0095684,UK,
B0095685,UK,
B0095686,UK,
B0095687,UK,
B0095688,UK,
B0095689,UK,
B0095690,UK,
B0095691,UK,
B0095692,UK,
B0095693,UK,
B0095694,UK,
B0095695,UK,
B0095696,UK,
B0095697,UK,
B0095698,UK,
B0095699,UK,
B0095700,UK,
B0095701,UK,
B0095702,UK,
B0095703,UK,
B0095704,UK,
B0095705,UK,
B0095706,UK,
B0095707,UK,
B0095708,UK,
B0095711,UK,
B0095712,UK,
B0095713,UK,
B0095709,UK,
B0095710,UK,
B0095714,UK,
B0095715,UK,
B0095716,UK,
B0095717,UK,
B0095718,UK,
B0095721,UK,
B0095722,UK,
B0095723,UK,
B0095725,UK,
B0095726,UK,
B0095727,UK,
B0095728,UK,
B0095729,UK,
B0095730,UK,
B0095731,UK,
B0095732,UK,
B0095733,UK,
B0095734,UK,
B0095735,UK,
B0095736,UK,
B0095737,UK,
B0095738,UK,
B0095739,UK,
B0095740,UK,
B0095741,UK,
B0095742,UK,
B0095743,UK,
B0095744,UK,
B0095745,Germany,EUR
B0095746,UK,
B0095747,UK,
B0095748,UK,
B0095749,UK,
B0095750,UK,
B0095751,UK,
B0095753,UK,
B0095754,UK,
B0095755,UK,
B0095756,UK,
B0095757,UK,
B0095758,UK,
B0095760,UK,
B0095761,Germany,EUR
B0095762,UK,
B0095763,UK,
B0095764,UK,
B0095765,UK,
B0095766,UK,
B0095767,UK,
B0095768,UK,
B0095769,UK,
B0095770,UK,
B0095771,UK,
B0095772,UK,
B0095773,UK,
B0095774,UK,
B0095775,UK,
B0095776,UK,
B0095778,UK,
B0095779,UK,
B0095780,UK,
B0095782,UK,
B0095783,UK,
B0095784,UK,
B0095785,UK,
B0095786,UK,
B0095787,UK,
B0095788,UK,
B0095789,UK,
B0095790,UK,
B0095791,UK,
B0095792,UK,
B0095793,UK,
B0095794,UK,
B0095795,UK,
B0095796,UK,
B0095797,Germany,EUR
B0095798,UK,
B0095799,UK,
B0095955,UK,
B0095964,UK,
B0095974,UK,
B0095800,UK,
B0095801,UK,
B0095802,UK,
B0095803,UK,
B0095804,UK,
B0095805,UK,
B0095806,UK,
B0095807,UK,
B0095808,UK,
B0095809,UK,
B0095810,UK,
B0095811,UK,
B0095812,UK,
B0095813,UK,
B0095814,UK,
B0095815,UK,
B0096113,UK,
B0096114,UK,
B0096672,UK,
B0095816,UK,
B0095817,UK,
B0095818,UK,
B0095819,UK,
B0095820,UK,
B0095821,UK,
B0095822,UK,
B0095823,UK,
B0095824,UK,
B0095825,UK,
B0095826,UK,
B0095827,UK,
B0095828,UK,
B0095829,UK,
B0095830,UK,
B0096673,UK,
B0096674,UK,
B0096675,UK,
B0095831,UK,
B0095832,UK,
B0095833,UK,
B0095834,UK,
B0095835,UK,
B0095836,UK,
B0095837,UK,
B0095838,UK,
B0095839,UK,
B0095840,UK,
B0095841,UK,
B0095842,UK,
B0095843,UK,
B0095844,UK,
B0095845,UK,
B0096676,UK,
B0096683,UK,
B0096684,Sweden,SEK
B0095846,UK,
B0095847,UK,
B0095848,UK,
B0095849,UK,
B0095850,UK,
B0095851,UK,
B0095852,UK,
B0095853,UK,
B0095854,UK,
B0095855,UK,
B0095856,UK,
B0095857,UK,
B0095858,UK,
B0095859,UK,
B0095860,UK,
B0096612,UK,
B0096613,UK,
B0096691,UK,
B0095861,UK,
B0095862,UK,
B0095863,UK,
B0095864,UK,
B0095865,UK,
B0095866,UK,
B0095867,UK,
B0095868,UK,
B0095869,UK,
B0095870,UK,
B0095871,UK,
B0095872,UK,
B0095873,UK,
B0095874,UK,
B0095875,UK,
B0096695,Germany,EUR
B0096696,Germany,EUR
B0096697,Germany,EUR
B0095876,UK,
B0095877,UK,
B0095878,UK,
B0095879,UK,
B0095880,UK,
B0095881,UK,
B0095882,UK,
B0095883,UK,
B0095884,UK,
B0095885,UK,
B0095886,UK,
B0095887,UK,
B0095888,UK,
B0095889,UK,
B0095890,UK,
B0096350,UK,
B0096351,UK,
B0096353,UK,
B0095891,UK,
B0095892,UK,
B0095893,UK,
B0095894,UK,
B0095895,UK,
B0095896,UK,
B0095897,UK,
B0095898,UK,
B0095899,UK,
B0095900,UK,
B0095901,UK,
B0095902,UK,
B0095903,UK,
B0095904,UK,
B0095905,UK,
B0096582,UK,
B0096583,UK,
B0096584,UK,
B0096004,UK,
B0096005,UK,
B0096006,UK,
B0096007,UK,
B0096008,UK,
B0096009,UK,
B0096010,UK,
B0096011,UK,
B0096012,UK,
B0096013,UK,
B0096014,UK,
B0096015,UK,
B0096016,UK,
B0096017,UK,
B0096018,UK,
B0096032,UK,
B0096033,UK,
B0096034,UK,
B0096019,UK,
B0096110,UK,
B0096111,UK,
B0096115,UK,
B0096116,UK,
B0096117,UK,
B0096118,UK,
B0096119,UK,
B0096120,UK,
B0096121,UK,
B0096122,UK,
B0096123,UK,
B0096124,UK,
B0096125,UK,
B0096126,UK,
B0096587,UK,
B0096588,UK,
B0096671,UK,
B0096020,UK,
B0096021,UK,
B0096022,UK,
B0096023,UK,
B0096024,UK,
B0096025,UK,
B0096026,UK,
B0096027,UK,
B0096028,UK,
B0096029,UK,
B0096030,UK,
B0096031,UK,
B0096035,UK,
B0096036,UK,
B0096037,UK,
B0096038,UK,
B0096084,UK,
B0096088,UK,
B0096089,UK,
B0096039,UK,
B0096040,UK,
B0096041,UK,
B0096042,UK,
B0096043,UK,
B0096044,UK,
B0096045,UK,
B0096046,UK,
B0096047,UK,
B0096048,UK,
B0096049,UK,
B0096050,UK,
B0096051,UK,
B0096052,UK,
B0096053,UK,
B0096054,UK,
B0096058,UK,
B0096078,UK,
B0096081,UK,
B0096055,UK,
B0096056,UK,
B0096057,UK,
B0096059,UK,
B0096060,UK,
B0096061,UK,
B0096062,UK,
B0096063,UK,
B0096064,UK,
B0096065,UK,
B0096066,UK,
B0096067,UK,
B0096068,UK,
B0096069,UK,
B0096070,UK,
B0096071,UK,
B0096098,UK,
B0096099,UK,
B0096100,UK,
B0096072,UK,
B0096073,UK,
B0096074,UK,
B0096075,UK,
B0096076,UK,
B0096077,UK,
B0096079,UK,
B0096080,UK,
B0096082,UK,
B0096083,UK,
B0096101,UK,
B0096102,UK,
B0096103,UK,
B0096104,UK,
B0096105,UK,
B0096106,UK,
B0096107,UK,
B0096108,UK,
B0096109,UK,
B0096112,UK,
B0096127,UK,
B0096128,UK,
B0096129,UK,
B0096130,UK,
B0096131,UK,
B0096132,UK,
B0096133,UK,
B0096134,UK,
B0096135,UK,
B0096136,UK,
B0096137,UK,
B0096138,UK,
B0096139,UK,
B0096140,UK,
B0096141,UK,
B0096157,UK,
B0096158,UK,
B0096169,UK,
B0096142,UK,
B0096143,UK,
B0096144,UK,
B0096145,UK,
B0096146,UK,
B0096147,UK,
B0096148,UK,
B0096149,UK,
B0096150,UK,
B0096151,UK,
B0096152,Germany,EUR
B0096154,UK,
B0096155,UK,
B0096156,UK,
B0096159,Germany,EUR
B0096160,Germany,EUR
B0096171,UK,
B0096172,UK,
B0096173,UK,
B0096161,Germany,EUR
B0096167,Germany,EUR
B0096170,Germany,EUR
B0096174,UK,
B0096175,UK,
B0096176,USA,USD
B0096177,Germany,EUR
B0096179,UK,
B0096180,UK,
B0096181,UK,
B0096182,UK,
B0096183,Germany,EUR
B0096185,Germany,EUR
B0096186,Germany,EUR
B0096187,Germany,EUR
B0096346,UK,
B0096347,UK,
B0096354,UK,
B0096590,UK,
B0096188,Germany,EUR
B0096190,UK,
B0096191,UK,
B0096192,UK,
B0096193,UK,
B0096194,UK,
B0096195,UK,
B0096196,UK,
B0096197,UK,
B0096203,UK,
B0096204,UK,
B0096205,UK,
B0096206,UK,
B0096208,Germany,EUR
B0096210,Germany,EUR
B0096211,UK,
B0096213,Germany,EUR
B0096219,UK,
B0096220,UK,
B0096283,UK,
B0096214,Germany,EUR
B0096215,Germany,EUR
B0096216,Germany,EUR
B0096217,Germany,EUR
B0096218,Germany,EUR
B0096221,UK,
B0096222,UK,
B0096223,UK,
B0096224,UK,
B0096225,UK,
B0096226,UK,
B0096227,UK,
B0096228,UK,
B0096321,UK,
B0096322,UK,
B0096578,UK,
B0096579,UK,
B0096229,UK,
B0096230,UK,
B0096231,UK,
B0096232,UK,
B0096233,UK,
B0096234,UK,
B0096235,UK,
B0096236,UK,
B0096237,UK,
B0096238,UK,
B0096239,UK,
B0096241,UK,
B0096441,Germany,EUR
B0096442,Germany,EUR
B0096242,UK,
B0098826,UK,
B0098827,UK,
B0098828,UK,
B0098829,UK,
B0098830,UK,
B0098831,UK,
B0098832,UK,
B0098833,UK,
B0098834,UK,
B0098835,UK,
B0098836,UK,
B0098837,UK,
B0098838,UK,
B0098932,Germany,EUR
B0098938,Germany,EUR
B0099084,UK,
B0096243,UK,
B0098839,UK,
B0098841,UK,
B0098842,UK,
B0098843,UK,
B0098844,Germany,EUR
B0098845,UK,
B0098846,UK,
B0098847,UK,
B0098849,Germany,EUR
B0098851,Germany,EUR
B0098852,UK,
B0098856,UK,
B0098857,UK,
B0099089,UK,
B0099101,UK,
B0099114,UK,
B0096244,UK,
B0098858,UK,
B0098859,UK,
B0098860,UK,
B0098861,UK,
B0098862,UK,
B0098863,UK,
B0098864,UK,
B0098865,UK,
B0098866,UK,
B0098867,UK,
B0098868,UK,
B0099120,UK,
B0099126,UK,
B0099127,UK,
B0096245,UK,
B0096246,UK,
B0096247,UK,
B0096248,UK,
B0096249,UK,
B0096250,UK,
B0096251,UK,
B0096252,UK,
B0096253,UK,
B0096254,UK,
B0096255,UK,
B0096256,UK,
B0096438,UK,
B0096439,UK,
B0096440,UK,
B0096257,UK,
B0096258,UK,
B0096259,UK,
B0096260,UK,
B0096261,UK,
B0096262,UK,
B0096263,UK,
B0096264,UK,
B0096265,UK,
B0096266,UK,
B0096267,UK,
B0096268,UK,
B0096269,UK,
B0096591,UK,
B0096592,UK,
B0096270,UK,
B0096271,UK,
B0096272,UK,
B0096273,UK,
B0096274,UK,
B0096277,UK,
B0096278,UK,
B0096279,UK,
B0096280,UK,
B0096281,UK,
B0096282,UK,
B0096286,UK,
B0096594,UK,
B0096595,UK,
B0096599,UK,
B0096287,UK,
B0096288,UK,
B0096289,UK,
B0096290,UK,
B0096291,UK,
B0096292,UK,
B0096295,UK,
B0096296,UK,
B0096297,UK,
B0096298,UK,
B0096299,UK,
B0096300,UK,
B0096318,Germany,EUR
B0096319,Germany,EUR
B0096320,Germany,EUR
B0096301,UK,
B0096302,UK,
B0096303,UK,
B0096304,UK,
B0096305,UK,
B0096306,UK,
B0096307,UK,
B0096308,UK,
B0096310,UK,
B0096311,UK,
B0096312,UK,
B0096313,UK,
B0096343,UK,
B0096344,UK,
B0096345,UK,
B0096314,UK,
B0096681,UK,
B0096682,UK,
B0097233,UK,
B0097234,Germany,EUR
B0097244,UK,
B0097245,UK,
B0098744,UK,
B0098745,UK,
B0098746,UK,
B0098747,UK,
B0098748,UK,
B0098749,UK,
B0098750,UK,
B0098939,Germany,EUR
B0098940,Germany,EUR
B0098941,Germany,EUR
B0096315,UK,
B0098751,UK,
B0098752,UK,
B0098753,UK,
B0098754,UK,
B0098755,UK,
B0098756,UK,
B0098757,UK,
B0098758,UK,
B0098759,UK,
B0098760,UK,
B0098761,UK,
B0098762,UK,
B0098763,UK,
B0099124,UK,
B0099125,UK,
B0099128,UK,
B0096316,UK,
B0098793,UK,
B0098794,UK,
B0098795,UK,
B0098796,UK,
B0098801,UK,
B0098802,UK,
B0098803,UK,
B0098804,UK,
B0098805,UK,
B0098806,UK,
B0098807,UK,
B0098808,UK,
B0098810,UK,
B0101551,Germany,EUR
B0101557,Germany,EUR
B0101558,Germany,EUR
B0096317,UK,
B0098811,UK,
B0098812,UK,
B0098813,UK,
B0098814,UK,
B0098815,UK,
B0098816,UK,
B0098817,UK,
B0098818,UK,
B0098819,UK,
B0098820,UK,
B0098821,UK,
B0098822,UK,
B0098825,UK,
B0099129,UK,
B0099130,UK,
B0099131,UK,
B0099132,UK,
B0096323,Germany,EUR
B0096324,Germany,EUR
B0096325,UK,
B0096326,Germany,EUR
B0096327,Germany,EUR
B0096328,UK,
B0096329,UK,
B0096330,UK,
B0096331,UK,
B0096332,UK,
B0096333,UK,
B0096334,UK,
B0096335,UK,
B0096336,UK,
B0096337,UK,
B0096338,UK,
B0096339,UK,
B0096340,UK,
B0096341,UK,
B0096355,UK,
B0096356,UK,
B0096357,UK,
B0096358,Germany,EUR
B0096359,UK,
B0096360,UK,
B0096361,Germany,EUR
B0096362,Germany,EUR
B0096363,Germany,EUR
B0096364,Germany,EUR
B0096365,Germany,EUR
B0096366,Germany,EUR
B0096367,Germany,EUR
B0096368,Germany,EUR
B0096399,UK,
B0096405,UK,
B0096369,Germany,EUR
B0098765,UK,
B0098767,UK,
B0098768,UK,
B0098770,UK,
B0098773,UK,
B0098777,UK,
B0098778,UK,
B0098779,UK,
B0098780,UK,
B0098781,UK,
B0098782,UK,
B0098783,Germany,EUR
B0098784,Germany,EUR
B0099134,Germany,EUR
B0099137,Germany,EUR
B0099138,Germany,EUR
B0096370,Germany,EUR
B0096371,Germany,EUR
B0096372,Germany,EUR
B0096373,Germany,EUR
B0096374,Germany,EUR
B0096375,Germany,EUR
B0096376,Germany,EUR
B0096377,Germany,EUR
B0096378,Germany,EUR
B0096379,Germany,EUR
B0096380,Germany,EUR
B0096381,Germany,EUR
B0096382,Germany,EUR
B0096445,UK,
B0096446,UK,
B0096447,UK,
B0096383,Germany,EUR
B0096384,Germany,EUR
B0096385,Germany,EUR
B0096386,Germany,EUR
B0096387,Germany,EUR
B0096388,Germany,EUR
B0096389,Germany,EUR
B0096390,Germany,EUR
B0096391,Germany,EUR
B0096392,Germany,EUR
B0096393,Germany,EUR
B0096394,Germany,EUR
B0096395,Germany,EUR
B0096396,Germany,EUR
B0096406,UK,
B0096448,UK,
B0096397,Germany,EUR
B0096398,Germany,EUR
B0096400,Germany,EUR
B0096401,Germany,EUR
B0096402,UK,
B0096403,UK,
B0096404,Germany,EUR
B0096408,Germany,EUR
B0096410,Germany,EUR
B0096413,UK,
B0096414,UK,
B0096415,UK,
B0096416,UK,
B0096450,,ZAR
B0096451,UK,
B0096459,UK,
B0096419,UK,
B0096420,UK,
B0096435,UK,
B0096436,UK,
B0096437,UK,
B0096452,UK,
B0096453,Germany,EUR
B0096454,Germany,EUR
B0096455,Germany,EUR
B0096456,Germany,EUR
B0096457,Germany,EUR
B0096458,UK,
B0096570,UK,
B0096571,UK,
B0096572,UK,
B0096460,UK,
B0096461,UK,
B0096462,UK,
B0096463,UK,
