PURCH_ORDER,PART_NO,AREA,ORDER_TYPE,SUPPLIER,COST,CURRENCY,RAISED_DATE,CLOSED_DATE
B0084982,8D33-2450-CF,G,B,C66TA,82.05,,8/1/12,7/17/13
B0084983,AD43-18566-BAW,G,B,V1203,20.33,,8/1/12,
B0084984,AD43-18580-BAW,G,B,V1203,6.84,,8/1/12,
B0084985,AD43-18564-BAW,G,B,V1203,6.22,,8/1/12,
B0084990,DD43-9K007-AB,G,B,CJCGA,529.89,,8/1/12,9/3/13
B0084992,CD33-9C133-AD,G,B,CJCGA,452.09,,8/1/12,9/3/13
B0084993,DG33-9C133-AC,G,B,CJCGA,452.09,,8/1/12,8/16/15
B0084994,AD43-F246B00-AG,G,B,V0009,405.8364,EUR,8/1/12,7/15/13
B0084995,AD43-F246B01-AG,G,B,V0009,405.6907,EUR,8/1/12,7/15/13
B0084996,AD43-F20122-AF,G,B,V0009,369.3006,EUR,8/1/12,7/15/13
B0084997,AD43-F20123-AF,G,B,V0009,370.4919,EUR,8/1/12,7/15/13
B0084999,AD43-F235K12-AD,G,B,V0843,14.3,,8/1/12,2/8/13
B0084998,AD43-F10568-AA,G,B,U9PLA,2.6,,8/1/12,12/19/13
B0085000,AD43-F235K13-AD,G,B,V0843,14.3,,8/1/12,2/8/13
B0085001,DG43-17504-AD,G,B,U9PLA,185.45,,8/2/12,2/6/13
B0085002,DG43-17504-BD,G,B,U9PLA,185.45,,8/2/12,2/6/13
B0085003,DG43-17500-AB,G,B,U9PLA,10.38,,8/2/12,12/19/13
B0085004,DG43-17500-BB,G,B,U9PLA,10.38,,8/2/12,12/19/13
B0085005,CD33-7W093-AC,G,B,C62FA,11.6871,EUR,8/2/12,3/13/15
B0085006,CD33-7W093-BC,G,B,C62FA,12.4553,EUR,8/2/12,3/13/15
B0085007,CD33-20266-AE,G,B,AGW0A,125.31,,8/2/12,9/25/12
B0085008,CD33-20267-AE,G,B,AGW0A,126.26,,8/2/12,9/25/12
B0085009,CG43-1K003-EC,G,B,ECGAA,424.09,,8/2/12,1/2/13
B0085010,CG43-1K003-FC,G,B,ECGAA,409.94,,8/2/12,1/2/13
B0085011,CG43-1K003-GC,G,B,ECGAA,424.09,,8/2/12,1/2/13
B0085012,CG43-1K003-HC,G,B,ECGAA,409.94,,8/2/12,1/2/13
B0085013,CG43-1W009-EC,G,B,ECGAA,424.09,,8/2/12,1/2/13
