PURCH_ORDER,PART_NO,AREA,ORDER_TYPE,SUPPLIER,COST,CURRENCY,RAISED_DATE,CLOSED_DATE
B0056885,GO8G43-58111K36-AA,G,B,R81PA,6.4505,,7/31/08,10/30/09
B0056886,GO8G43-58111K37-GA,G,B,R81PA,6.4505,,7/31/08,10/30/09
B0056887,GO8G43-67340-AA,G,B,R81PA,6.688,,7/31/08,10/30/09
B0056888,GO8G43-67341-GA,G,B,R81PA,6.7165,,7/31/08,10/30/09
B0056889,GO8G43-C101D08-AC,G,B,R81PA,10.1004,,7/31/08,10/30/09
B0056890,GO8G43-C101D09-AC,G,B,R81PA,10.1004,,7/31/08,10/30/09
B0056891,GO8G43-C24576-GC,G,B,R81PA,9.8021,,7/31/08,9/10/10
B0056892,GO8G43-C24577-GD,G,B,R81PA,9.7385,,7/31/08,9/10/10
B0056898,6G33--76501B01--AB,G,B,R81PA,1.0859,,7/31/08,11/3/11
B0056904,6G33--L405B96--AJ,G,B,C8P5A,48.8671,EUR,8/1/08,2/10/10
B0056908,6G33--F23200--AE,G,B,CZD2A,46.3773,EUR,8/1/08,1/6/11
B0057306,9G43-18B036-AC,G,B,B40FA,65.9794,EUR,8/21/08,8/16/15
B0057307,GOAD23-24313-AA,G,B,DN0AB,24.629,EUR,8/21/08,1/4/10
B0057308,P0AD23-24313-AA,G,B,ECFRA,3.01,,8/21/08,8/28/09
B0057309,GOAD23-3B367-AA,G,B,DN0AB,15.1221,EUR,8/21/08,1/4/10
B0056909,6G33--F23201--AE,G,B,CZD2A,46.3773,EUR,8/1/08,1/6/11
B0056910,4G43-F23200-AE,G,B,CZD2A,45.1829,EUR,8/1/08,1/6/11
B0056911,4G43-F23201-AE,G,B,CZD2A,45.1829,EUR,8/1/08,1/6/11
B0056913,4G43-17E936-AB,G,B,R8Z5A,3.74,,8/4/08,7/26/11
B0056914,4G43-24858-AEW,G,B,R8Z5A,16.47,,8/4/08,9/24/09
B0056915,4G43-24859-AEW,G,B,R8Z5A,16.47,,8/4/08,9/24/09
B0056916,4G43-3804-AC,G,B,R8Z5A,11.04,,8/4/08,9/24/09
B0056919,4G43-611B90-AD,G,B,R8Z5A,14.18,,8/4/08,9/24/09
B0056920,4G43-611B91-AD,G,B,R8Z5A,14.18,,8/4/08,9/24/09
B0056921,4G43-7M125-AB,G,B,R8Z5A,9.92,,8/4/08,9/24/09
B0056922,4G43-7M125-BB,G,B,R8Z5A,9.26,,8/4/08,9/24/09
B0056924,4G43-7M125-DB,G,B,R8Z5A,9.24,,8/4/08,9/24/09
B0056925,4G43-L24858-AB,G,B,R8Z5A,15.82,,8/4/08,9/24/09
B0056926,4G43-L24859-AB,G,B,R8Z5A,15.82,,8/4/08,9/24/09
B0056927,6G33--18A000--AC,G,B,R8Z5A,11.63,,8/4/08,10/12/09
B0057792,8D33-290A22-AG,G,B,D0VFA,25.115,,10/10/08,8/16/15
B0057793,8D33-290A23-AG,G,B,D0VFA,25.115,,10/10/08,8/16/15
B0057794,8D33-465A00-AE,G,B,D0VFA,21.546,,10/10/08,8/16/15
B0056928,6G33--18A001--AC,G,B,R8Z5A,13.18,,8/4/08,10/12/09
B0056931,GO4G43-101A66-AH,G,B,R8Z5A,14.92,,8/4/08,10/12/09
B0056932,GO4G43-101A67-AH,G,B,R8Z5A,15.24,,8/4/08,10/12/09
B0056937,GO4G43-C03014-BM,G,B,R8Z5A,256.31,,8/4/08,9/7/09
B0056939,GO6G33--L416W20--AF,G,B,R8Z5A,15.69,,8/4/08,9/24/09
B0056940,GO6G33--L416W21--AF,G,B,R8Z5A,15.69,,8/4/08,9/24/09
B0056941,GO8G43-L243A60-AB,G,B,R8Z5A,64.62,,8/4/08,9/24/09
B0056942,GO8G43-L243A61-AB,G,B,R8Z5A,64.61,,8/4/08,9/7/09
B0056943,GO8G43-16A681-AB,G,B,R8Z5A,5.21,,8/4/08,9/24/09
B0056944,GO8G43-16A682-AB,G,B,R8Z5A,5.21,,8/4/08,9/25/09
B0057065,9D33-7F120-BB,G,B,C62FA,6.1229,EUR,8/6/08,3/13/15
B0057068,9D33-7F120-AB,G,B,C62FA,7.9466,EUR,8/6/08,3/13/15
B0057089,4G43-4A380-AE,G,B,CGPBB,8.3546,ZAR,8/7/08,1/9/14
B0057090,4G43-017A16-BG,G,B,CGPBB,7.7407,ZAR,8/7/08,2/18/14
B0057091,4G43-017A16-AG,G,B,CGPBB,7.7407,ZAR,8/7/08,1/8/14
B0057797,8G43-61069-AC,G,B,D0VFA,21.439,,10/10/08,8/16/15
B0057799,4G43-601A54-AC,G,B,D0VFA,10.523,,10/10/08,8/16/15
B0057801,4G43-290A23-AJ,G,B,D0VFA,21.219,,10/10/08,8/16/15
B0057092,8D33-5290-AB,G,B,T193A,21.32,,8/7/08,2/11/14
B0057093,4G43-11398-AF,G,B,CGPBB,13.0585,ZAR,8/7/08,3/3/14
B0057094,AD23-19A705-CA,G,B,HLS9A,20.1963,EUR,8/7/08,10/6/11
B0057096,GO9G33-10772-AB,G,B,DN0AB,39.3869,EUR,8/7/08,1/4/10
B0057097,GO9G33-10773-AB,G,B,DN0AB,39.6712,EUR,8/7/08,1/4/10
B0057098,P09G33-10772-AB,G,B,ECFRA,3.09,,8/7/08,8/28/09
B0057099,P09G33-10773-AB,G,B,ECFRA,3.02,,8/7/08,8/28/09
B0057100,9D33-310B08-AA,G,B,EYFZA,75.3479,EUR,8/7/08,8/4/10
B0057101,9D33-310B09-AA,G,B,EYFZA,75.3479,EUR,8/7/08,8/4/10
B0057102,9D33-C046A26-AA,G,B,EYFZA,46.0127,EUR,8/7/08,8/4/10
B0057103,9D33-311A76-AC,G,B,EYFZA,74.1444,EUR,8/7/08,8/4/10
B0057104,9D33-311A77-AC,G,B,EYFZA,74.1444,EUR,8/7/08,8/4/10
B0057115,8G43-70041-AD,G,B,HHL1A,1200.3471,EUR,8/8/08,8/16/15
B0057116,AD23-F01990-AA,G,B,DG6EA,9.7734,EUR,8/8/08,8/15/12
B0057117,AD23-F01991-AA,G,B,DG6EA,9.7734,EUR,8/8/08,8/15/12
B0057119,8G43-F01990-AE,G,B,DG6EA,12.2585,EUR,8/8/08,2/3/10
B0057120,8G43-F01991-AE,G,B,DG6EA,12.2585,EUR,8/8/08,2/3/10
B0057143,AD23-V17N800-AA,G,B,ARS9A,28.24,,8/8/08,9/16/09
B0057146,AD23-7M125-BA,G,B,ARS9A,22.03,,8/8/08,11/17/10
B0057121,8D33-519A70-AD,G,B,Q409B,1.574,,8/8/08,8/16/15
B0057124,8D33-311A20-AC,G,B,D0VFA,8.2,,8/8/08,1/29/13
B0057125,8D33-311A21-AC,G,B,D0VFA,8.2,,8/8/08,1/29/13
B0057126,8D33-19H420-AG,G,B,B736M,335.2933,USD,8/8/08,11/25/13
B0057127,8D33-19H386-AG,G,B,B736M,149.3886,USD,8/8/08,11/25/13
B0057147,AD23-7M125-AA,G,B,ARS9A,22.72,,8/8/08,11/17/10
B0057154,AD23-2D206-AA,G,B,C7F7A,21.189,,8/8/08,1/29/13
B0057155,AD23-2D207-AA,G,B,C7F7A,21.189,,8/8/08,1/29/13
B0057158,7G43-2K605-AA,G,B,U9CJA,0.243,,8/11/08,3/12/13
B0057161,6G33--6L084--AB,G,B,FEV1A,6152.8209,EUR,8/11/08,3/18/10
B0057162,8G43-6007-AA,G,B,FEV1A,9190.5819,EUR,8/11/08,3/10/10
B0057205,P0AD23-10062-AA,G,B,ARS9A,12.85,,8/13/08,11/17/10
B0057206,P0AD23-10063-AA,G,B,ARS9A,12.85,,8/13/08,11/17/10
B0057207,GO4G43-L03014-AN,G,B,R8Z5A,281.64,,8/13/08,8/16/15
B0057208,GO6G33--3438--AF,G,B,R8Z5A,23.52,,8/13/08,9/25/09
B0057301,9G43-18W002-DC,G,B,B40FA,65.9298,EUR,8/21/08,8/16/15
B0057302,9G43-18W002-CD,G,B,B40FA,66.5533,EUR,8/21/08,8/16/15
B0057303,9G43-18W002-BC,G,B,B40FA,65.9298,EUR,8/21/08,8/16/15
B0057304,9G43-18W002-AD,G,B,B40FA,66.5533,EUR,8/21/08,8/16/15
B0057209,GO6G33--3439--AF,G,B,R8Z5A,23.52,,8/13/08,9/25/09
B0057210,4G43-7M125-CB,G,B,R8Z5A,9.31,,8/13/08,9/24/09
B0057223,JHC400401,G,B,R8S1A,0.2733,,8/14/08,11/30/10
B0057225,4G43-HYG10549-AA,G,B,R8S1A,0.0475,,8/14/08,11/24/10
B0057226,4X43-15K866-BG,G,B,D25KE,17.4991,EUR,8/14/08,8/16/15
B0057230,AD33-L31180-AA,G,B,D1Z3A,1.284,,8/15/08,8/16/15
B0057231,AD33-L31181-AA,G,B,D1Z3A,1.284,,8/15/08,8/16/15
B0057232,AD33-L311K66-AA,G,B,D1Z3A,1.516,,8/15/08,1/29/13
B0057233,AD33-L27747-AA,G,B,D1Z3A,0.958,,8/15/08,8/16/15
B0057234,AD33-L27746-AA,G,B,D1Z3A,0.958,,8/15/08,8/16/15
B0057236,8G43-5416-AC,G,B,D1Z3A,2.704,,8/15/08,9/1/11
B0057272,8D33-14N072-BB,G,B,R81PA,2.83,,8/15/08,11/18/10
B0057273,8D33-18C830-CC,G,B,R81PA,1.3,,8/15/08,2/17/11
B0057275,8D33-110824-AD,G,B,U9B6A,5.74,,8/18/08,8/16/15
B0057276,8D33-110825-AD,G,B,U9B6A,5.74,,8/18/08,8/16/15
B0057279,9G43-24442-AA,G,B,U9B6A,4.7239,,8/18/08,1/28/13
B0057280,9G43-24443-AA,G,B,U9B6A,4.7239,,8/18/08,1/28/13
B0057283,GOAD23-3B366-AA,G,B,DN0AB,14.8378,EUR,8/19/08,1/4/10
B0057284,P0AD23-3B366-AA,G,B,ECFRA,0.75,,8/19/08,8/28/09
B0057285,P0AD23-3B367-AA,G,B,ECFRA,0.75,,8/19/08,8/28/09
B0057290,9G33-5R003-AB,G,B,C9S5A,245.928,,8/20/08,5/10/10
B0057311,9D33-70451-AA,G,B,EYFZA,34.5454,EUR,8/21/08,6/3/13
B0057313,9D33-46685-AA,G,B,EYFZA,26.1564,EUR,8/21/08,6/3/13
B0057314,9D33-46684-AA,G,B,EYFZA,26.1564,EUR,8/21/08,6/3/13
B0057315,9D33-46685-BA,G,B,EYFZA,26.1564,EUR,8/21/08,6/3/13
B0057316,9D33-46684-BA,G,B,EYFZA,26.1564,EUR,8/21/08,6/3/13
B0057317,9G33-18974-AA,G,B,EYFZA,26.1564,EUR,8/21/08,6/3/13
B0057318,9G33-18C956-AA,G,B,EYFZA,78.4439,EUR,8/21/08,6/3/13
B0057324,9D33-6696Y-AB,G,B,EYFZA,50.241,EUR,8/22/08,6/3/13
B0057325,9D33-6696X-AB,G,B,EYFZA,50.241,EUR,8/22/08,6/3/13
B0057328,9G43-19H386-AG,G,B,B736M,83.1326,USD,8/26/08,11/16/09
B0057329,9G43-19H420-AG,G,B,B736M,53.4048,USD,8/26/08,11/16/09
B0057332,4G43-03512-AF,G,B,U9B6A,23.4819,,8/26/08,8/16/15
B0057333,4G43-03513-AF,G,B,U9B6A,25.5619,,8/26/08,8/16/15
B0057334,4G43-03512-AG,G,B,U9B6A,24.5129,,8/26/08,1/28/13
B0057335,4G43-03513-AG,G,B,U9B6A,24.5129,,8/26/08,1/28/13
B0057344,AD23-10853-AA,G,B,ECFRA,28.94,,8/27/08,8/16/15
B0057348,8G33-L600M64-ABW,G,B,CKC0A,794.841,,8/29/08,10/15/09
B0057349,8G33-L600M65-ABW,G,B,CKC0A,794.841,,8/29/08,10/26/09
B0057350,8G33-L600M64-BBW,G,B,CKC0A,794.841,,8/29/08,10/15/09
B0057336,6G33--25514--BD,G,B,U9B6A,12.9186,,8/26/08,1/28/13
B0057340,8D33-8005-AC,G,B,V2NYA,66.4838,EUR,8/26/08,
B0057345,4G43-17C832-CB,G,B,U9B6A,1.6781,,8/28/08,1/28/13
B0057346,AD23-3962-AA,G,B,C8A9A,2.52,,8/28/08,11/22/10
B0057351,8G33-L600M65-BBW,G,B,CKC0A,794.841,,8/29/08,10/26/09
B0057352,8G33-L600M64-CBW,G,B,CKC0A,794.841,,8/29/08,10/15/09
B0057356,8G33-13N408-BB,G,B,V3NPA,13.77,,9/1/08,11/25/09
B0057357,8D33-3600-DBW,G,B,DV8AD,119.5324,EUR,9/1/08,8/16/15
B0057365,9G33-3600-AA,G,B,DV8AD,63.3085,EUR,9/1/08,8/16/15
B0057366,9G43-3600-DA,G,B,DV8AD,90.8041,EUR,9/1/08,8/16/15
B0057367,9G43-3600-BAW,G,B,DV8AD,111.8313,EUR,9/1/08,8/16/15
B0057368,8D33-3600-BBW,G,B,DV8AD,104.5058,EUR,9/1/08,8/16/15
B0057369,AD23-C41033-AA,G,B,DG6EA,86.4326,EUR,9/2/08,2/3/10
B0057372,AD23-C41038-AA,G,B,DG6EA,62.4433,EUR,9/2/08,2/3/10
B0057374,8G33-18B036-EB,G,B,B40FA,67.8781,EUR,9/2/08,8/16/15
B0057375,8G33-18B036-FB,G,B,B40FA,78.3854,EUR,9/2/08,9/28/10
B0057376,9G33-18B036-AC,G,B,B40FA,65.0088,EUR,9/2/08,8/16/15
B0057377,9G33-18B036-BC,G,B,B40FA,65.0938,EUR,9/2/08,8/16/15
B0057440,4G43-L45708-AA,G,B,U9B6A,1.649,,9/11/08,1/28/13
B0057450,4G43-501A00-AK,G,B,D22CG,189.8,,9/15/08,8/16/15
B0057378,AD23-8052-AB,G,B,R81PA,32.914,,9/2/08,11/19/10
B0057379,9G33-18W002-AC,G,B,B40FA,76.1912,EUR,9/2/08,9/28/10
B0057380,9G33-18W002-BC,G,B,B40FA,66.1069,EUR,9/2/08,8/16/15
B0057381,8G33-18W002-EB,G,B,B40FA,70.1664,EUR,9/2/08,8/16/15
B0057382,8G33-18W002-FB,G,B,B40FA,70.1664,EUR,9/2/08,8/16/15
B0057394,8D33-13404-AE,G,B,V05EA,129.5768,USD,9/4/08,8/4/10
B0057395,8D33-13405-AE,G,B,V05EA,129.5768,USD,9/4/08,8/4/10
B0057398,AD23-7869-AA,G,B,BX3PA,88.45,,9/8/08,8/16/15
B0057405,6G33--C21510--AC,G,B,DTPEA,11.686,,9/9/08,8/16/15
B0057406,6G33--C21511--AC,G,B,DTPEA,11.686,,9/9/08,8/16/15
B0057407,6G43-3200-AB,G,B,V0153,400.7285,EUR,9/9/08,2/1/10
B0057408,6G43-3200-BB,G,B,V0153,420.1421,EUR,9/9/08,2/1/10
B0057409,6G33--3200--AG,G,B,V0153,351.968,EUR,9/9/08,2/1/10
B0057410,6G33--3200--BF,G,B,V0153,387.0546,EUR,9/9/08,2/1/10
B0057411,AD23-3200-AA,G,B,V0153,369.6223,EUR,9/9/08,2/1/10
B0057412,AD23-3200-BA,G,B,V0153,410.0844,EUR,9/9/08,2/1/10
B0057413,AD23-8C477-AA,G,B,AXE7A,0.8174,,9/9/08,1/29/10
B0057414,AD23-54279D23-AA,G,B,U9B6A,30.53,,9/9/08,8/16/15
B0057430,9G33-3600-BA,G,B,DV8AD,75.0265,EUR,9/10/08,8/16/15
B0057439,4G43-L41654-AC,G,B,U9B6A,2.9197,,9/11/08,1/28/13
B0057417,8D33-23942-AAW,G,B,CKC0A,182.35,,9/9/08,8/16/15
B0057420,8D33-23943-BAW,G,B,CKC0A,182.35,,9/9/08,8/16/15
B0057421,8D33-23942-BAW,G,B,CKC0A,190.17,,9/9/08,8/16/15
B0057422,8D33-23943-AAW,G,B,CKC0A,190.17,,9/9/08,8/16/15
B0057424,AD23-16C692-AA,G,B,EXS9A,444.1439,EUR,9/9/08,5/25/11
B0057425,AD23-16C693-AA,G,B,EXS9A,444.1439,EUR,9/9/08,5/25/11
B0057426,AD23-16A758-AA,G,B,EXS9A,111.0357,EUR,9/9/08,5/25/11
B0057427,AD23-16A759-AA,G,B,EXS9A,111.0357,EUR,9/9/08,5/25/11
B0057428,AD23-17626-AA,G,B,EXS9A,615.262,EUR,9/9/08,5/25/11
B0057429,AD23-17E955-AA,G,B,EXS9A,750.7082,EUR,9/9/08,5/25/11
B0057443,9D33-7869-BA,G,B,BX3PA,64.12,,9/12/08,
B0057451,AD23-17E955-BA,G,B,EXS9A,756.3999,EUR,9/15/08,5/7/10
B0057452,AD23-54279D22-AA,G,B,U9B6A,30.53,,9/15/08,8/16/15
B0057454,9D33-69014-HA,G,B,R8KHA,1.0176,,9/15/08,10/14/15
B0057455,8D33-C20412-AE,G,B,DG6EA,203.3576,EUR,9/16/08,8/15/12
B0057773,8D33-18W002-AF,G,B,B40FA,114.6723,EUR,10/8/08,8/16/15
B0057780,P0AD23-C24315-AA,G,B,ECFRA,13.71,,10/9/08,8/16/15
B0057781,P0AD23-C24314-AA,G,B,ECFRA,12.19,,10/9/08,8/16/15
B0057456,8D33-C20413-AE,G,B,DG6EA,203.3576,EUR,9/16/08,8/15/12
B0057459,MJA4243AB,G,B,R8S1A,0.3031,,9/16/08,5/26/15
B0057462,8D33-ANR1864-AA,G,B,C9C6A,0.11,,9/18/08,
B0057465,GO9G43-L40334-GA,G,B,U9PLA,18.29,,9/18/08,8/9/10
B0057475,AD23-11398-AA,G,B,CGPBB,33.564,ZAR,9/18/08,12/23/13
B0057478,AD23-3D746-AA,G,B,C62FA,29.5713,EUR,9/19/08,8/16/15
B0057479,AD23-3A719-BA,G,B,C62FA,33.6307,EUR,9/19/08,11/26/10
B0057480,AD23-3A719-AA,G,B,C62FA,37.1393,EUR,9/19/08,11/26/10
B0057481,AD23-3A713-AA,G,B,C62FA,3.9886,EUR,9/19/08,8/16/15
B0057482,AD23-3F558-AA,G,B,C62FA,9.543,EUR,9/19/08,8/16/15
B0057483,AD23-3F558-BA,G,B,C62FA,16.4342,EUR,9/19/08,11/26/10
B0057491,8G33-68290-AB,G,B,U9B6A,8.6129,,9/22/08,8/16/15
B0057492,8G33-68291-AB,G,B,U9B6A,8.6129,,9/22/08,8/16/15
B0057495,9G33-7E453-AD,G,B,D33HA,131.9568,EUR,9/22/08,11/5/13
B0057498,6G33--3A719--BH,G,B,C62FA,32.0676,EUR,9/23/08,6/6/13
B0057502,9G33-17D957-AA,G,B,1682B,87.565,,9/23/08,8/16/15
B0057503,9G33-17D957-BA,G,B,1682B,87.896,,9/23/08,8/16/15
B0057516,8D33-17D957-AD,G,B,1682B,153.568,,9/23/08,8/16/15
B0057499,AD23-5019-AB,G,B,CWFZA,327.8143,EUR,9/23/08,8/16/15
B0057500,6G33--17D957--AL,G,B,1682B,80.415,,9/23/08,8/16/15
B0057501,6G33--17D957--BL,G,B,1682B,80.741,,9/23/08,8/16/15
B0057504,6G33--17K835--BL,G,B,1682B,101.582,,9/23/08,8/16/15
B0057505,6G33--17K835--DL,G,B,1682B,100.595,,9/23/08,8/16/15
B0057506,6G43-17D957-AB,G,B,1682B,105.31,,9/23/08,8/16/15
B0057507,6G43-17D957-BB,G,B,1682B,116.873,,9/23/08,8/16/15
B0057514,4G43-17K835-CN,G,B,1682B,109.512,,9/23/08,8/16/15
B0057515,4G43-17K835-DN,G,B,1682B,120.92,,9/23/08,8/16/15
B0057517,8D33-17D957-BD,G,B,1682B,164.537,,9/23/08,8/16/15
B0057518,8D33-17D957-CD,G,B,1682B,165.216,,9/23/08,8/16/15
B0057519,8D33-17D957-DD,G,B,1682B,176.184,,9/23/08,8/16/15
B0057520,8D33-17K835-CD,G,B,1682B,170.738,,9/23/08,8/16/15
B0057522,8D33-17K835-CE,G,B,1682B,170.738,,9/23/08,8/16/15
B0057524,6G33--43572--AA,G,B,U9B6A,0.2716,,9/24/08,1/28/13
B0057617,AD23-5E209-AA,G,B,U9PLA,52.8,,9/25/08,8/9/10
B0057730,9G43-76501B10-AB,G,B,C8P5H,1887.521,EUR,10/2/08,8/16/15
B0057772,8D33-18B036-AF,G,B,B40FA,112.8444,EUR,10/8/08,8/16/15
B0057538,AD23-1508-AA,G,B,P451D,108,,9/24/08,8/16/15
B0057539,AD23-1508-BA,G,B,P451D,130,,9/24/08,8/16/15
B0057540,AD23-1508-CA,G,B,P451D,130,,9/24/08,8/16/15
B0057542,8G33-14631-AB,G,B,CBMPA,21.43,,9/24/08,8/16/15
B0057543,8G33-14631-BB,G,B,CBMPA,21.54,,9/24/08,8/16/15
B0057544,8G33-14630-AB,G,B,CBMPA,20.52,,9/24/08,8/16/15
B0057545,8G33-14630-BB,G,B,CBMPA,20.36,,9/24/08,8/16/15
B0057550,6G33--10C310--AD,G,B,CBMPA,12.53,,9/24/08,7/25/13
B0057553,6G33--14A280--AD,G,B,CBMPA,3.19,,9/24/08,8/16/15
B0057566,9G33-14K103-AD,G,B,CBMPA,284.29,,9/24/08,8/16/15
B0057570,AD33-L24562-AA,G,B,D1Z3A,0.473,,9/24/08,8/16/15
B0057571,AD33-L24563-AA,G,B,D1Z3A,0.473,,9/24/08,8/16/15
B0057572,AD33-L31181-AA,G,B,D1Z3A,1.284,,9/24/08,8/16/15
B0057573,AD23-16612-BA,G,B,DPWNA,1121,,9/24/08,3/13/12
B0057580,9G33-14401-CC,G,B,CBMPA,82.68,,9/25/08,8/16/15
B0057585,9G33-14K024-CC,G,B,CBMPA,82.82,,9/25/08,8/16/15
B0057611,8D33-F21982-AA,G,B,V00QA,8.291,,9/25/08,
B0057612,8D33-F21982-BA,G,B,V00QA,8.291,,9/25/08,
B0057616,AD23-8136-AA,G,B,U9PLA,36.01,,9/25/08,8/9/10
B0057586,9G33-14K024-DC,G,B,CBMPA,91.77,,9/25/08,8/16/15
B0057598,6G33--9137--GC,G,B,CBMPA,18.42,,9/25/08,11/4/14
B0057624,7G43-14B278-EC,G,B,CBMPA,16.25,,9/26/08,8/16/15
B0057625,7G43-14B278-FC,G,B,CBMPA,17.39,,9/26/08,8/16/15
B0057627,4G43-14A280-FC,G,B,CBMPA,0.97,,9/26/08,5/8/12
B0057630,4G43-10C310-AD,G,B,CBMPA,20.35,,9/26/08,8/16/15
B0057634,8G43-14B278-AC,G,B,CBMPA,15.65,,9/26/08,8/16/15
B0057645,6G33--L46302--AD,G,B,R81PA,3.346,,9/26/08,10/30/09
B0057648,8G43-14C007-AA,G,B,CBMPA,11.38,,9/26/08,8/16/15
B0057649,8G43-14C007-BA,G,B,CBMPA,12.3,,9/26/08,8/16/15
B0057659,6G33--L20412--AC,G,B,DG6EA,107.8656,EUR,9/29/08,8/15/12
B0057660,6G33--L20413--AC,G,B,DG6EA,107.8656,EUR,9/29/08,8/15/12
B0057661,4G43-C20412-AP,G,B,DG6EA,171.4595,EUR,9/29/08,8/15/12
B0057662,4G43-C20413-AP,G,B,DG6EA,172.9142,EUR,9/29/08,8/15/12
B0057663,4G43-L20412-AM,G,B,DG6EA,170.381,EUR,9/29/08,8/15/12
B0057783,8D33-8136-AB,G,B,U9PLA,34.59,,10/9/08,8/9/10
B0057784,8G43-10E889-AB,G,B,T9VUA,219.7113,USD,10/9/08,8/16/15
B0057785,6G33--311A20--AD,G,B,D0VFA,11.67,,10/10/08,8/16/15
B0057664,4G43-L20413-AM,G,B,DG6EA,170.8964,EUR,9/29/08,8/15/12
B0057668,8D33-14A005-AG,G,B,CBMPA,386.89,,9/29/08,8/16/15
B0057669,8D33-14A005-BG,G,B,CBMPA,389.58,,9/29/08,8/16/15
B0057676,6G33--L549C071--AC,G,B,CJ0GA,2.4848,EUR,9/29/08,
B0057687,6G33--43573--AA,G,B,U9B6A,0.2532,,9/29/08,8/16/15
B0057692,8G43-F03102-CB,G,B,D1Q6C,161.81,,9/30/08,9/30/09
B0057693,4G43-F21410-AE,G,B,D1Q6C,36.04,,9/30/08,9/30/09
B0057694,4G43-F21411-AE,G,B,D1Q6C,36.04,,9/30/08,9/30/09
B0057695,7G33-L166562-AB,G,B,U9B6A,32.91,,9/30/08,11/22/11
B0057696,7G33-L166563-AB,G,B,U9B6A,32.91,,9/30/08,11/22/11
B0057697,7G33-166563-AB,G,B,U9B6A,32.91,,9/30/08,11/22/11
B0057698,7G33-166562-AB,G,B,U9B6A,32.91,,9/30/08,11/22/11
B0057699,4G43-F42006-AF,G,B,D1Q6C,79.29,,9/30/08,9/30/09
B0057700,8D33-2450-AD,G,B,C66TA,82.636,,9/30/08,11/25/13
B0057701,4G43-L21410-AB,G,B,D1Q6C,36.04,,9/30/08,9/30/09
B0057714,GOAD23-5048-AA,G,B,R81PA,3.096,,10/1/08,9/10/10
B0057715,GOAD23-5049-AA,G,B,R81PA,3.096,,10/1/08,9/10/10
B0057729,9G43-76501B00-AB,G,B,C8P5H,1784.0708,EUR,10/2/08,8/16/15
B0057702,6G33--2450--AF,G,B,C66TA,77.301,,9/30/08,11/25/13
B0057703,4G43-L21411-AB,G,B,D1Q6C,36.04,,9/30/08,9/30/09
B0057704,4G43-2450-BF,G,B,C66TA,33.579,,9/30/08,11/25/13
B0057705,6G33--2450--CF,G,B,C66TA,71.038,,9/30/08,11/25/13
B0057706,4G43-2450-DF,G,B,C66TA,33.329,,9/30/08,11/25/13
B0057707,4G43-N29750-AE,G,B,D1Q6C,48.13,,9/30/08,9/30/09
B0057708,8D33-2450-CD,G,B,C66TA,76.242,,9/30/08,11/25/13
B0057709,4G43-N29750-BA,G,B,D1Q6C,18.23,,9/30/08,9/30/09
B0057710,4G43-N29751-AE,G,B,D1Q6C,48.13,,9/30/08,9/30/09
B0057711,4G43-N29751-BA,G,B,D1Q6C,18.23,,9/30/08,9/30/09
B0057712,8G33-C03102-CB,G,B,D1Q6C,172.41,,9/30/08,9/30/09
B0057713,6G33--L03102--CA,G,B,CRGAE,201.9248,EUR,9/30/08,9/30/09
B0057719,6G33--20412--AK,G,B,DG6EA,106.0728,EUR,10/2/08,8/15/12
B0057720,6G33--20413--AK,G,B,DG6EA,106.0728,EUR,10/2/08,8/15/12
B0057802,4G43-290A22-AJ,G,B,D0VFA,21.219,,10/10/08,8/16/15
B0057803,4G43-601A55-AC,G,B,D0VFA,10.523,,10/10/08,8/16/15
B0057881,6G33--20123--AK,G,B,D22CG,331.21,,10/15/08,8/16/15
B0057920,9G43-10E887-BD,G,B,T9VUA,591.9871,USD,10/15/08,1/13/10
B0057733,4G43-001B46-AB,G,B,S3K0A,8.97,,10/3/08,8/7/12
B0057734,4G43-001B40-AB,G,B,S3K0A,15.42,,10/3/08,
B0057735,6G33--43548--AD,G,B,S3K0A,9.81,,10/3/08,8/7/12
B0057736,4G43-70290-AD,G,B,S3K0A,40.15,,10/3/08,8/16/15
B0057737,4G43-70290-BD,G,B,S3K0A,40.15,,10/3/08,8/16/15
B0057738,4G43-70290-CD,G,B,S3K0A,40.15,,10/3/08,8/16/15
B0057743,P0AD23-5048-AA,G,B,ECFRA,0.6,,10/6/08,8/28/09
B0057744,P0AD23-5049-AA,G,B,ECFRA,0.6,,10/6/08,8/28/09
B0057749,9D33-14B626-AA,G,B,P6MGB,3.9603,EUR,10/6/08,8/16/15
B0057757,AD33-18B008-BA,G,B,B40FA,101.3106,EUR,10/8/08,8/16/15
B0057758,AD23-042B85-AA,G,B,CNURB,106.5003,EUR,10/8/08,1/29/10
B0057759,AD23-10608-AA,G,B,F636B,51.447,,10/8/08,9/11/09
B0057760,AD23-10609-AA,G,B,F636B,51.447,,10/8/08,9/11/09
B0057761,AD23-33612-AA,G,B,F636B,46.498,,10/8/08,5/4/12
B0057762,AD23-17D957-AA,G,B,F636B,79.998,,10/8/08,9/11/09
B0057764,AD23-17D957-CA,G,B,F636B,83.59,,10/8/08,9/11/09
B0057768,9G43-044J16-AAW,G,B,CKC0A,15.703,,10/8/08,6/25/10
B0057769,9G33-044J16-AAW,G,B,CKC0A,15.703,,10/8/08,8/16/15
B0057770,9D33-044J16-AA,G,B,CKC0A,15.703,,10/8/08,6/25/10
